arxiv_id,title,first_submitted,primary_category,D1,D2,D3,D4,D5,D6,D7_code,D7_data,D8,D9,needs_fulltext,evidence
2505.23852,Large Language Model-Based Agents for Automated Research Reproducibility: An Exploratory Study in Alzheimer's Disease,2025-05-29,cs.CL,SYSTEM,L3_CLOSED_LOOP,EXP_DESIGN;EXECUTION;ANALYSIS,BIOMED,REAL_WORLD;BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,EVALUATOR,0,'we created a simulated research team of LLM-based autonomous agents tasked with writing and executing code to dynamically reproduce the findings of each study'; reproduction of established published results = REAL_WORLD; humans extracted the 35 key findings and compared.
2506.01372,AI Scientists Fail Without Strong Implementation Capability,2025-06-02,cs.AI,POSITION,NA,NA,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'This position paper aims to call for the participants in the community to bridge the implementation gap'; 'extensive quantitative evidence from existing benchmarks'.
2506.02454,Multimodal DeepResearcher: Generating Text-Chart Interleaved Reports From Scratch with Agentic Framework,2025-06-03,cs.CL,SYSTEM,L3_CLOSED_LOOP,LITERATURE;WRITING,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,0,"'an agentic framework that decomposes the task into four stages: (1) researching, ... (4) multimodal report generation'; no human approval gates mentioned; '82% overall win rate over the baseline'."
2506.03444,Exploiting LLMs for Automatic Hypothesis Assessment via a Logit-Based Calibrated Prior,2025-06-03,cs.LG,FRAMEWORK,NA,ANALYSIS,GENERAL_ML,BENCHMARK_METRIC;HELD_OUT_TRANSFER,UNCERTAINTY,NO,NO,METHOD,UNSPECIFIED,0,"'We propose the Logit-based Calibrated Prior'; 'calibrated, continuous predictive distribution over correlation values', '95% credible interval coverage'; 'generalizes to correlations not seen during LLM pretraining'."
2506.05999,Machine learning for in-situ composition mapping in a self-driving magnetron sputtering system,2025-06-06,cs.LG,SYSTEM,L3_CLOSED_LOOP,EXP_DESIGN;EXECUTION;ANALYSIS,MATERIALS,REAL_WORLD;BENCHMARK_METRIC,NONE,NO,NO,METHOD,UNSPECIFIED,0,'This work presents an SDL based on magnetron co-sputtering'; 'through active learning using Gaussian processes'; 'Prediction accuracy for co-sputtering composition distributions was verified experimentally'.
2506.06287,Deep Research Bench: Evaluating AI Web Research Agents,2025-05-06,cs.AI,BENCHMARK,NA,LITERATURE,GENERAL_ML,BENCHMARK_METRIC;LLM_JUDGE,TRACES,NO,PARTIAL,METHOD,EVALUATOR,0,"'We introduce Deep Research Bench, consisting of 89 multi-step web research task instances'; 'automated evaluations of the lengthy agent traces'; 'We provide a RetroSearch environment with a large frozen set of scraped web pages'; answers 'worked out by skilled humans'."
2506.06881,KnowCoder-V2: Deep Knowledge Analysis,2025-06-07,cs.AI,SYSTEM,L3_CLOSED_LOOP,LITERATURE;ANALYSIS;WRITING,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,'we propose a Knowledgeable Deep Research (KDR) framework'; 'generates analysis code and executes on the above knowledge objects'; 'can generate high-quality reports with insightful analytical results'.
2506.08140,AutoSDT: Scaling Data-Driven Discovery Tasks Toward Open Co-Scientists,2025-06-09,cs.LG,BENCHMARK,NA,NA,MULTI,HUMAN_EXPERT;BENCHMARK_METRIC,NONE,NO,YES,METHOD,EVALUATOR,0,"'we present AutoSDT, an automatic pipeline that collects high-quality coding tasks'; 'covers four scientific disciplines'; 'Expert feedback on a subset of 256 tasks'; 'the largest open dataset for data-driven scientific discovery'."
2506.11113,Breaking the Reviewer: Assessing the Vulnerability of Large Language Models in Automated Peer Review Under Textual Adversarial Attacks,2025-06-08,cs.CL,BENCHMARK,NA,REVIEW,GENERAL_ML,BENCHMARK_METRIC;LLM_JUDGE,NONE,NO,NO,METHOD,UNSPECIFIED,0,'We offer a comprehensive evaluation of LLM performance in automated peer reviewing and analyze its robustness against adversarial attacks'.
2506.11763,DeepResearch Bench: A Comprehensive Benchmark for Deep Research Agents,2025-06-13,cs.CL,BENCHMARK,NA,LITERATURE;WRITING,MULTI,LLM_JUDGE;HUMAN_EXPERT;BENCHMARK_METRIC,PROVENANCE;REPRO_ARTIFACTS,YES,YES,METHOD,EVALUATOR,0,"'100 PhD-level research tasks, each meticulously crafted by domain experts across 22 distinct fields'; 'assessing its effective citation count and overall citation accuracy'; 'We have open-sourced DeepResearch Bench ... at https://github.com/Ayanami0730/deep_research_bench'."
2506.12312,Perspective on Utilizing Foundation Models for Laboratory Automation in Materials Research,2025-06-14,cs.RO,SURVEY,NA,NA,MATERIALS,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'This review explores the potential of foundation models to advance laboratory automation'; 'outlines a roadmap highlighting future directions'.
2506.12317,The Budget AI Researcher and the Power of RAG Chains,2025-06-14,cs.AI,SYSTEM,L1_STAGE,IDEATION;LITERATURE,GENERAL_ML,LLM_JUDGE;HUMAN_EXPERT,NONE,NO,NO,CAPABILITY,EVALUATOR,0,"'uses retrieval-augmented generation (RAG) chains ... to identify distant topic pairs, generate novel research abstracts, and refine them through iterative self-evaluation'; 'Experiments using LLM-based metrics'; 'Human evaluations further demonstrate'."
2506.12385,Recent Advances and Future Directions in Literature-Based Discovery,2025-06-14,cs.CL,SURVEY,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'This article surveys recent methodological advances in LBD' - literature review is the contribution; no system built or evaluated.
2506.12594,"A Comprehensive Survey of Deep Research: Systems, Methodologies, and Applications",2025-06-14,cs.AI,SURVEY,NA,NA,GENERAL_ML,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'We analyze more than 80 commercial and non-commercial implementations' and 'we propose a novel hierarchical taxonomy'; the GitHub link is a paper-resource list, not runnable code."
2506.12937,HypER: Literature-grounded Hypothesis Generation and Distillation with Provenance,2025-06-15,cs.AI,SYSTEM,L1_STAGE,IDEATION;LITERATURE,OTHER,BENCHMARK_METRIC;HUMAN_EXPERT,PROVENANCE;TRACES,NO,NO,CAPABILITY,EVALUATOR,1,'a small language model (SLM) trained for literature-guided reasoning and evidence-based hypothesis generation'; 'high feasibility and impact as judged by human experts'; provenance/reasoning chains are a designed feature ('discriminate between valid and invalid scientific reasoning chains'). Only hypothesis generation is performed end-to-end.
2506.13784,ScholarSearch: Benchmarking Scholar Searching Ability of LLMs,2025-06-11,cs.IR,BENCHMARK,NA,NA,MULTI,BENCHMARK_METRIC,PROVENANCE,NO,YES,METHOD,EVALUATOR,0,'the first dataset specifically designed to evaluate the complex information retrieval capabilities of LLMs in academic research'; 'the dataset spans at least 15 different academic disciplines'; 'accompanied by clear sources and brief solution explanations ... facilitating subsequent audit and verification'.
2506.14345,"A Vision for Geo-Temporal Deep Research Systems: Towards Comprehensive, Transparent, and Reproducible Geo-Temporal Information Synthesis",2025-06-17,cs.CL,POSITION,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'This paper reports our vision towards next generation systems' and 'We argue for augmenting retrieval and synthesis processes' - no system built.
2506.18096,Deep Research Agents: A Systematic Examination And Roadmap,2025-06-22,cs.AI,SURVEY,NA,NA,GENERAL_ML,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'we conduct a detailed analysis of the foundational technologies and architectural components'; 'we propose a taxonomy'; curated repository is a paper list.
2506.18348,Dynamic Knowledge Exchange and Dual-diversity Review: Concisely Unleashing the Potential of a Multi-Agent Research Team,2025-06-23,cs.AI,SYSTEM,L2_PIPELINE,IDEATION;REVIEW,MULTI,BENCHMARK_METRIC;LLM_JUDGE,NONE,NO,NO,CAPABILITY,NONE_CLAIMED,1,'a multi-agent framework built on LLMs' with 'Dynamic Knowledge Exchange' and 'Dual-Diversity Review paradigm that simulates heterogeneous expert evaluation'; evaluated on 'a widely used benchmark in computer science and a new dataset we introduce in the health sciences domain'. Scope is idea generation plus simulated review only.
2506.18959,From Web Search towards Agentic Deep Research: Incentivizing Search with Reasoning Agents,2025-06-23,cs.IR,POSITION,NA,NA,GENERAL_ML,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'Our position is that Large Language Models ... are ushering in a new paradigm termed Agentic Deep Research'; results cited are from existing systems, not a new evaluation."
2506.19613,Position: Intelligent Science Laboratory Requires the Integration of Cognitive and Embodied AI,2025-06-24,cs.AI,POSITION,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'In this position paper, we propose the paradigm of Intelligent Science Laboratories (ISLs)'; 'We argue that such systems are essential' - envisioned, not demonstrated."
2506.19724,From Reproduction to Replication: Evaluating Research Agents with Progressive Code Masking,2025-06-24,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,UNSPECIFIED,0,"'We introduce AutoExperiment, a benchmark that evaluates AI agents' ability to implement and run machine learning experiments'; 'Our data and code are open-sourced at https://github.com/j1mk1m/AutoExperiment'."
2506.20249,Language Modeling by Language Models,2025-06-25,cs.AI,SYSTEM,L3_CLOSED_LOOP,IDEATION;LITERATURE;EXP_DESIGN;EXECUTION;ANALYSIS;REVIEW,GENERAL_ML,BENCHMARK_METRIC;HELD_OUT_TRANSFER,NONE,NO,NO,DISCOVERY,NONE_CLAIMED,1,"'simulates the conventional stages of research, from ideation and literature search ... to design implementation (code generation), generative pre-training, and downstream evaluation'; '1,162 newly discovered designs (1,062 fully verified through pre-training)'; best designs 'outperform GPT2, Mamba2, etc., on 6/9 common benchmarks'; designs re-verified at larger scales beyond the search budget."
2506.21506,Mind2Web 2: Evaluating Agentic Search with Agent-as-a-Judge,2025-06-26,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC;HUMAN_EXPERT,PROVENANCE,NO,NO,METHOD,EVALUATOR,0,"'we introduce Mind2Web 2, a benchmark of 130 realistic, high-quality, and long-horizon tasks'; 'we propose a novel Agent-as-a-Judge framework ... to automatically assess both answer correctness and source attribution'; 'evaluation of ten frontier agentic search systems and human performance'."
2506.21763,THE-Tree: Can Tracing Historical Evolution Enhance Scientific Verification and Reasoning?,2025-06-26,cs.AI,FRAMEWORK,NA,LITERATURE,MULTI,BENCHMARK_METRIC,PROVENANCE,NO,YES,METHOD,UNSPECIFIED,0,'a computational framework that constructs such domain-specific evolution trees from scientific literature'; 'an LLM proposes potential advancements and cites supporting literature ... validated ... by a recovered natural language inference mechanism that interrogates the cited literature' (PROVENANCE); 'release a benchmark dataset including up to 71k fact verifications'; 'We construct and validat
2506.22026,Literature-Grounded Novelty Assessment of Scientific Ideas,2025-06-27,cs.IR,SYSTEM,L1_STAGE,LITERATURE;REVIEW,GENERAL_ML,BENCHMARK_METRIC,PROVENANCE,NO,NO,METHOD,UNSPECIFIED,0,"'we propose the Idea Novelty Checker, an LLM-based retrieval-augmented generation (RAG) framework'; performs novelty assessment end-to-end (retrieve-then-rerank); 'generating literature-grounded reasoning'; 'achieves approximately 13% higher agreement than existing approaches'"
2506.22419,The Automated LLM Speedrunning Benchmark: Reproducing NanoGPT Improvements,2025-06-27,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,METHOD,UNSPECIFIED,0,"'we introduce the Automated LLM Speedrunning Benchmark'; 'a simple, non-saturated measure of an LLMs ability to automate scientific reproduction'"
2506.23692,Agent4S: The Transformation of Research Paradigms from the Perspective of Large Language Models,2025-06-30,cs.AI,POSITION,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'We propose ""Agent for Science"" (Agent4S) ... as the true Fifth Scientific Paradigm. This paper introduces a five-level classification'; no system or evaluation reported"
2507.00048,A collaborative digital twin built on FAIR data and compute infrastructure,2025-06-24,cs.AI,SYSTEM,L1_STAGE,EXP_DESIGN;ANALYSIS,MATERIALS,REAL_WORLD,PROVENANCE,NO,PARTIAL,METHOD,CO_PERFORMER,0,"'researchers define the optimization objective, and machine learning models are trained on-the-fly with all existing data, guiding the selection of future experiments'; 'New data points are submitted through a simple web interface' (humans perform experiments); 'indexes all inputs and outputs in a FAIR data repository called ResultsDB'"
2507.00310,AutoDiscovery: Open-ended Scientific Discovery via Bayesian Surprise,2025-06-30,cs.LG,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,MULTI,LLM_JUDGE;HUMAN_EXPERT,NONE,NO,NO,CAPABILITY,EVALUATOR,0,"'a method for open-ended ASD that ... drives scientific exploration using Bayesian surprise' without human-specified research questions; 'across 21 real-world datasets spanning domains such as biology, economics, finance, and behavioral science'; 'more discoveries deemed surprising by the LLM'; 'Our human evaluation further reveals that two-thirds of discoveries ... are surprising to domain expert"
2507.01485,BioMARS: A Multi-Agent Robotic System for Autonomous Biological Experiments,2025-07-02,cs.RO,SYSTEM,L3_CLOSED_LOOP,LITERATURE;EXP_DESIGN;EXECUTION;ANALYSIS,BIOMED,REAL_WORLD,NONE,NO,NO,CAPABILITY,UNSPECIFIED,0,"'autonomously design, plan, and execute biological experiments'; 'the Biologist Agent synthesizes protocols via retrieval-augmented generation'; 'autonomously conducts cell passaging and culture tasks, matching or exceeding manual performance'; 'A web interface enables real-time human-AI collaboration' (role unspecified)"
2507.02083,Measuring Scientific Capabilities of Language Models with a Systems Biology Dry Lab,2025-07-02,cs.AI,BENCHMARK,NA,NA,BIOMED,BENCHMARK_METRIC,NONE,NO,YES,METHOD,UNSPECIFIED,0,"'We introduce SciGym, a first-in-class benchmark'; 'We evaluated six frontier LLMs on 137 small systems, and released a total of 350 systems'"
2507.02379,An AI-native experimental laboratory for autonomous biomolecular engineering,2025-07-03,cs.AI,SYSTEM,L3_CLOSED_LOOP,EXP_DESIGN;EXECUTION;ANALYSIS,BIOMED,REAL_WORLD,NONE,NO,NO,CAPABILITY,UNSPECIFIED,0,"'This system autonomously manages instrumentation, formulates experiment-specific procedures and optimization heuristics'; 'Without human intervention, it autonomously optimizes experimental performance to match state-of-the-art results achieved by human scientists'"
2507.04410,Multimedia Verification Through Multi-Agent Deep Research Multimodal Large Language Models,2025-07-06,cs.CV,SYSTEM,L2_PIPELINE,LITERATURE;ANALYSIS;WRITING,OTHER,NONE,PROVENANCE,NO,NO,CAPABILITY,UNSPECIFIED,1,"'Our system operates through six stages: raw data processing, planning, information extraction, deep research, evidence collection, and report generation'; 'traced source attribution across multiple platforms'; evaluation is only 'We demonstrate our approach on a challenge dataset sample' — no metrics reported, so evaluation method unclear from abstract"
2507.05241,"SciMaster: Towards General-Purpose Scientific AI Agents, Part I. X-Master as Foundation: Can We Lead on Humanity's Last Exam?",2025-07-07,cs.AI,SYSTEM,L1_STAGE,LITERATURE;ANALYSIS,MULTI,BENCHMARK_METRIC,REPRO_ARTIFACTS,PARTIAL,NO,CAPABILITY,UNSPECIFIED,0,"'we introduce X-Master, a tool-augmented reasoning agent designed to emulate human researchers by interacting flexibly with external tools'; 'Our open-source solution, X-Masters, sets a new state-of-the-art record on HLE with a score of 32.1%' (open-source claimed but no link stated); HLE spans many disciplines"
2507.05495,Deep Research Comparator: A Platform For Fine-grained Human Annotations of Deep Research Agents,2025-07-07,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,HUMAN_EXPERT,TRACES,NO,NO,METHOD,EVALUATOR,0,"'we introduce Deep Research Comparator, a platform that offers a holistic framework for deep research agent hosting, side-by-side comparison, fine-grained human feedback collection, and ranking calculation'; 'our platform displays the final reports from two different agents along with their intermediate steps' (TRACES); 'collected real user preference data from 17 annotators'"
2507.06185,Hidden Prompts in Manuscripts Exploit AI-Assisted Peer Review,2025-07-08,cs.CY,POSITION,NA,NA,OTHER,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"""This commentary analyzes this practice as a novel form of research misconduct""; no system or empirical evaluation, argues for ""coordinated technical screening"" and ""harmonized policies""."
2507.07155,Evaluating Retrieval-Augmented Generation Agents for Autonomous Scientific Discovery in Astrophysics,2025-07-09,astro-ph.IM,BENCHMARK,NA,LITERATURE,PHYSICS,HUMAN_EXPERT;LLM_JUDGE;BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,EVALUATOR,0,"""105 Cosmology Question-Answer (QA) pairs that we built specifically for this purpose""; ""manually evaluated by a human expert""; ""calibrate LLM-as-a-Judge""; ""We make our QA dataset, human evaluation results, RAG pipelines, and LLMaaJ system publicly available""."
2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,2025-07-09,cs.AI,SYSTEM,L3_CLOSED_LOOP,LITERATURE;EXP_DESIGN;EXECUTION;ANALYSIS,PHYSICS,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,CAPABILITY,NONE_CLAIMED,0,"""Planning & Control strategy to orchestrate the agentic workflow, with no human-in-the-loop at any point""; ""performing retrieval on scientific papers and codebases, writing code, interpreting results""; ""evaluate its performance on two benchmark sets"". No manuscript-writing claim, so not L4."
2507.08038,AblationBench: Evaluating Automated Planning of Ablations in Empirical AI Research,2025-07-09,cs.CL,BENCHMARK,NA,EXP_DESIGN;REVIEW,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,NONE_CLAIMED,0,"""we introduce AblationBench, a benchmark suite""; ""AuthorAblation ... propose ablation experiments""; ""ReviewerAblation ... find missing ablations""; ""we develop LM-based judges""."
2507.08350,Exploring Design of Multi-Agent LLM Dialogues for Research Ideation,2025-07-11,cs.CL,FRAMEWORK,NA,IDEATION,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,NO,METHOD,NONE_CLAIMED,1,"""we conduct a comprehensive analysis of multi-agent LLM dialogues for scientific ideation""; ""Our findings offer practical guidelines"". Novelty/feasibility scoring procedure not specified in abstract (LLM judge vs metric unclear)."
2507.08870,GUIDE: Towards Scalable Advising for Research Ideas,2025-07-09,cs.LG,SYSTEM,L1_STAGE,REVIEW,GENERAL_ML,BENCHMARK_METRIC,UNCERTAINTY;REPRO_ARTIFACTS,YES,NO,CAPABILITY,NONE_CLAIMED,0,"""advising systems capable of providing high-quality, well-reasoned feedback""; ""confidence estimation"", ""when limited to high-confidence predictions, our system achieves an acceptance rate exceeding 90% on the ICLR 2025 test set""."
2507.10522,DeepResearch$^{\text{Eco}}$: A Recursive Agentic Workflow for Complex Scientific Question Answering in Ecology,2025-07-14,cs.AI,SYSTEM,L1_STAGE,LITERATURE,OTHER,BENCHMARK_METRIC,TRACES;REPRO_ARTIFACTS,YES,NO,CAPABILITY,UNSPECIFIED,1,"""agentic LLM-based system for automated scientific synthesis""; ""transparent reasoning and parameter-driven configurability""; ""21-fold increase in source integration"". Whether ""expert-level analytical depth"" was expert-assessed is unclear."
2507.11330,Automated Novelty Evaluation of Academic Paper: A Collaborative Approach Integrating Human and Large Language Model Knowledge,2025-07-15,cs.CL,FRAMEWORK,NA,REVIEW,OTHER,BENCHMARK_METRIC,NONE,NO,NO,METHOD,UNSPECIFIED,0,"""we propose leveraging human knowledge and LLM to assist pretrained language models ... in predicting the method novelty of papers""; ""text-guided fusion module with novel Sparse-Attention""; ""compared ... with a large number of baselines""."
2507.11810,"Evolving Roles of LLMs in Scientific Innovation: Assistant, Collaborator, Scientist, and Evaluator",2025-07-16,cs.DL,SURVEY,NA,NA,MULTI,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"""In this survey, we propose a four-role framework""; ""We review representative methods, benchmarks, and evaluation practices for each role""."
2507.15617,Why can't Epidemiology be automated (yet)?,2025-07-21,cs.CY,POSITION,NA,EXP_DESIGN;EXECUTION;ANALYSIS;WRITING,BIOMED,HUMAN_EXPERT,REPRO_ARTIFACTS,YES,NO,CONCEPTUAL,UNSPECIFIED,1,"""we map the landscape of epidemiological tasks""; ""we demonstrate that recently developed agentic systems can now design and execute epidemiological analysis, albeit to varied quality""; quality assessment procedure not specified."
2507.15759,Interaction as Intelligence: Deep Research With Human-AI Partnership,2025-07-21,cs.CL,SYSTEM,L2_PIPELINE,LITERATURE;WRITING,OTHER,HUMAN_EXPERT;BENCHMARK_METRIC,TRACES,NO,NO,CAPABILITY,CO_PERFORMER,1,"""humans guide AI thinking processes through strategic intervention at critical junctures""; ""Transparent, controllable, and interruptible interaction that reveals AI reasoning""; ""User evaluation demonstrates"". Domain of the research tasks not specified."
2507.16075,Deep Researcher with Test-Time Diffusion,2025-07-21,cs.CL,SYSTEM,L3_CLOSED_LOOP,LITERATURE;WRITING,OTHER,BENCHMARK_METRIC,NONE,NO,NO,METHOD,NONE_CLAIMED,0,"""The draft is then iteratively refined through a 'denoising' process""; ""self-evolutionary algorithm applied to each component of the agentic workflow""; ""state-of-the-art results on a wide array of benchmarks""; no human gates mentioned."
2507.16248,FinResearchBench: A Logic Tree based Agent-as-a-Judge Evaluation Framework for Financial Research Agents,2025-07-22,cs.CL,BENCHMARK,NA,NA,OTHER,LLM_JUDGE;BENCHMARK_METRIC,NONE,NO,NO,METHOD,UNSPECIFIED,0,"'we propose FinResearchBench, which is a logic tree-based Agent-as-a-Judge'; 'covers 70 typical financial research questions' (finance domain -> OTHER); no artifact links stated."
2507.16280,ResearcherBench: Evaluating Deep AI Research Systems on the Frontiers of Scientific Inquiry,2025-07-22,cs.AI,BENCHMARK,NA,NA,GENERAL_ML,LLM_JUDGE;HUMAN_EXPERT;BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,EVALUATOR,0,"'the first benchmark focused on evaluating ... on frontier AI scientific questions'; 'rubric assessment, which uses expert-designed criteria'; 'We open-source ResearcherBench ... github.com/GAIR-NLP/ResearcherBench'."
2507.18074,AlphaGo Moment for Model Architecture Discovery,2025-07-24,cs.AI,SYSTEM,L4_FULL,IDEATION;EXP_DESIGN;EXECUTION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,NONE,NO,NO,DISCOVERY,NONE_CLAIMED,0,"'a fully autonomous system ... autonomously hypothesizing novel architectural concepts, implementing them as executable code, training and empirically validating'; '1,773 autonomous experiments ... discovery of 106 innovative, state-of-the-art (SOTA) linear attention architectures'."
2507.21184,Can Language Models Discover Scaling Laws?,2025-07-27,cs.LG,SYSTEM,L3_CLOSED_LOOP,IDEATION;ANALYSIS,GENERAL_ML,BENCHMARK_METRIC;HELD_OUT_TRANSFER,NONE,NO,NO,DISCOVERY,NONE_CLAIMED,0,"'SLDAgent, an evolution-based agent that co-optimize the scaling law model and the parameters, enabling it to autonomously explore'; 'discover laws that exhibit consistently more accurate extrapolation ... verify their practical utility in both pretraining and finetuning applications'."
2507.23276,How Far Are AI Scientists from Changing the World?,2025-07-31,cs.AI,SURVEY,NA,NA,GENERAL_ML,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,'In this survey ... we provide a prospect-driven review that comprehensively analyzes the current achievements of AI Scientist systems'.
2508.00414,Cognitive Kernel-Pro: A Framework for Deep Research Agents and Agent Foundation Models Training,2025-08-01,cs.AI,SYSTEM,L1_STAGE,LITERATURE,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,PARTIAL,CAPABILITY,NONE_CLAIMED,1,"'Cognitive Kernel-Pro, a fully open-source ... multi-module agent framework'; evaluated only on GAIA information-seeking tasks: 'We evaluate Cognitive Kernel-Pro on GAIA, achieving state-of-the-art results'; research-lifecycle coverage beyond retrieval unclear from abstract."
2508.01746,Bayes-Entropy Collaborative Driven Agents for Research Hypotheses Generation and Optimization,2025-08-03,cs.AI,SYSTEM,L3_CLOSED_LOOP,IDEATION;LITERATURE,GENERAL_ML,LLM_JUDGE;BENCHMARK_METRIC,UNCERTAINTY,NO,NO,CAPABILITY,NONE_CLAIMED,0,"'three stages-hypotheses generation, evidence validation, and hypotheses Refinement-to construct an iterative closed-loop'; 'identifies high-uncertainty hypotheses using information entropy ... and actively refines them'; 'average ELO score of generated hypotheses improves by 116.3'."
2508.03444,An Auditable Agent Platform For Automated Molecular Optimisation,2025-08-05,cs.LG,SYSTEM,L3_CLOSED_LOOP,IDEATION;EXECUTION;ANALYSIS;REVIEW,CHEMISTRY,BENCHMARK_METRIC,TRACES;PROVENANCE,NO,NO,CAPABILITY,NONE_CLAIMED,0,'Each tool call is summarised and stored causing the full reasoning path to remain inspectable'; 'communicate through concise provenance records that capture molecular lineage'; 'Three cycle research loops were run against AKT1 protein'; 'improving average predicted binding affinity by 31%'.
2508.03963,Can Large Language Models Adequately Perform Symbolic Reasoning Over Time Series?,2025-08-05,cs.AI,BENCHMARK,NA,ANALYSIS,GENERAL_ML,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,UNSPECIFIED,0,"'we introduce SymbolBench, a comprehensive benchmark'; 'we further propose a unified framework that integrates LLMs with genetic programming to form a closed-loop symbolic reasoning system'; github link given."
2508.04183,Characterizing Deep Research: A Benchmark and Formal Definition,2025-08-06,cs.CL,BENCHMARK,NA,LITERATURE,MULTI,BENCHMARK_METRIC,REPRO_ARTIFACTS,YES,YES,METHOD,UNSPECIFIED,0,"'we propose a formal characterization of the deep research (DR) task and introduce a benchmark'; '100 challenging tasks over scientific topics (e.g., datasets, materials discovery, prior art search) and public interest events'; 'benchmark is available at github.com/microsoft/LiveDRBench'."
2508.04575,Beyond Brainstorming: What Drives High-Quality Scientific Ideas? Lessons from Multi-Agent Collaboration,2025-08-06,cs.CL,FRAMEWORK,NA,IDEATION,GENERAL_ML,LLM_JUDGE;HUMAN_EXPERT,NONE,NO,NO,METHOD,EVALUATOR,1,'We propose a cooperative multi-agent framework for generating research proposals and systematically compare configurations'; 'agent-based scoring and human review'; headline contribution is design insights rather than a deployed system.
2508.05366,Can Language Models Critique Themselves? Investigating Self-Feedback for Retrieval Augmented Generation at BioASQ 2025,2025-08-07,cs.CL,CASE_STUDY,L1_STAGE,LITERATURE,BIOMED,BENCHMARK_METRIC,NONE,NO,NO,CAPABILITY,UNSPECIFIED,1,"'The BioASQ CLEF 2025 challenge, using expert-formulated questions, can serve as a platform to study these issues'; 'self-feedback mechanism where LLMs generated, evaluated, and then refined their outputs for query expansion'; paper type (challenge participation report vs framework) not fully determinable from abstract."
2508.05660,Open-Source Agentic Hybrid RAG Framework for Scientific Literature Review,2025-07-30,cs.IR,SYSTEM,L1_STAGE,LITERATURE,OTHER,BENCHMARK_METRIC,PROVENANCE;UNCERTAINTY,PARTIAL,NO,CAPABILITY,UNSPECIFIED,0,'an agentic approach that encapsulates the hybrid RAG pipeline within an autonomous agent' performing literature retrieval/synthesis only; 'quantifying uncertainty during inference'; citation-based knowledge graph links answers to sources; evaluated 'On synthetic benchmarks' with context recall/precision metrics. Open-source claimed in title but no link stated.
2508.05668,"A Survey of LLM-based Deep Search Agents: Paradigm, Optimization, Evaluation, and Challenges",2025-08-03,cs.IR,SURVEY,NA,NA,GENERAL_ML,NONE,NONE,NO,NO,CONCEPTUAL,UNSPECIFIED,0,"'This survey provides the first systematic analysis of search agents'; repository is a paper list, not code or data."
2508.06600,BrowseComp-Plus: A More Fair and Transparent Evaluation Benchmark of Deep-Research Agent,2025-08-08,cs.CL,BENCHMARK,NA,NA,GENERAL_ML,BENCHMARK_METRIC,PROVENANCE;REPRO_ARTIFACTS,NO,PARTIAL,METHOD,UNSPECIFIED,0,"'we introduce BrowseComp-Plus, a benchmark derived from BrowseComp, employing a fixed, carefully curated corpus'; 'human-verified supporting documents'; 'insights into retrieval effectiveness, citation accuracy'."
