arxiv_id,title,abstract,authors,primary_category,categories,first_submitted,last_updated,matched_queries
2410.13713,CrystalX: High-accuracy Crystal Structure Analysis Using Deep Learning,"Atomic structure analysis of crystalline materials is a paramount endeavor in both chemical and material sciences. This sophisticated technique necessitates not only a solid foundation in crystallography but also a profound comprehension of the intricacies of the accompanying software, posing a significant challenge in meeting the rigorous daily demands. For the first time, we confront this challenge head-on by harnessing the power of deep learning for fully automated routine structure analysis at the full-atom level. To validate the performance of the model, named CrystalX, we employed a dataset comprising over 50,000 X-ray diffraction measurements derived from authentic experiments. Under a strict temporal validation scheme that separates training and test data by publication time, CrystalX substantially outperformed the automated baseline and adept at deciphering intricate geometric patterns. Remarkably, CrystalX revealed that even peer-reviewed publications harbor expert interpretation errors that can evade stringent CheckCIF A/B-level alerts, yet CrystalX adeptly rectifies them. It has already been successfully applied in our day-to-day pipeline, enabling fully automated, human-free structure analysis for newly discovered compounds. Overall, CrystalX marks the beginning of a new era in automating routine structural analysis within self-driving laboratories.",Kaipeng Zheng|Weiran Huang|Wanli Ouyang|Han-Sen Zhong|Yuqiang Li,cs.LG,cs.LG,2024-10-17,2026-04-24,qf1_self_driving_laboratory
2410.13185,Chain of Ideas: Revolutionizing Research Via Novel Idea Development with LLM Agents,"Effective research ideation is a critical step for scientific research. However, the exponential increase in scientific literature makes it challenging for researchers to stay current with recent advances and identify meaningful research directions. Recent developments in large language models~(LLMs) suggest a promising avenue for automating the generation of novel research ideas. However, existing methods for idea generation either trivially prompt LLMs or directly expose LLMs to extensive literature without indicating useful information. Inspired by the research process of human researchers, we propose a Chain-of-Ideas~(CoI) agent, an LLM-based agent that organizes relevant literature in a chain structure to effectively mirror the progressive development in a research domain. This organization facilitates LLMs to capture the current advancements in research, thereby enhancing their ideation capabilities. Furthermore, we propose Idea Arena, an evaluation protocol that can comprehensively evaluate idea generation methods from different perspectives, aligning closely with the preferences of human researchers. Experimental results indicate that the CoI agent consistently outperforms other methods and shows comparable quality as humans in research idea generation. Moreover, our CoI agent is budget-friendly, with a minimum cost of \$0.50 to generate a candidate idea and its corresponding experimental design.",Long Li|Weiwen Xu|Jiayan Guo|Ruochen Zhao|Xingxuan Li|Yuqian Yuan|Boqiang Zhang|Yuming Jiang|Yifei Xin|Ronghao Dang|Deli Zhao|Yu Rong|Tian Feng|Lidong Bing,cs.AI,cs.AI;cs.CL,2024-10-17,2024-10-30,qf2_research_ideation;qf2_research_idea_generation
2410.14875,Which LLMs are Difficult to Detect? A Detailed Analysis of Potential Factors Contributing to Difficulties in LLM Text Detection,"As LLMs increase in accessibility, LLM-generated texts have proliferated across several fields, such as scientific, academic, and creative writing. However, LLMs are not created equally; they may have different architectures and training datasets. Thus, some LLMs may be more challenging to detect than others. Using two datasets spanning four total writing domains, we train AI-generated (AIG) text classifiers using the LibAUC library - a deep learning library for training classifiers with imbalanced datasets. Our results in the Deepfake Text dataset show that AIG-text detection varies across domains, with scientific writing being relatively challenging. In the Rewritten Ivy Panda (RIP) dataset focusing on student essays, we find that the OpenAI family of LLMs was substantially difficult for our classifiers to distinguish from human texts. Additionally, we explore possible factors that could explain the difficulties in detecting OpenAI-generated texts.",Shantanu Thorat|Tianbao Yang,cs.CL,cs.CL;cs.LG,2024-10-18,2024-12-10,qf2_scientific_writing_agent
2410.14182,LabSafety Bench: Benchmarking LLMs on Safety Issues in Scientific Labs,"Artificial Intelligence (AI) is revolutionizing scientific research, yet its growing integration into laboratory environments presents critical safety challenges. Large language models (LLMs) and vision language models (VLMs) now assist in experiment design and procedural guidance, yet their ""illusion of understanding"" may lead researchers to overtrust unsafe outputs. Here we show that current models remain far from meeting the reliability needed for safe laboratory operation. We introduce LabSafety Bench, a comprehensive benchmark that evaluates models on hazard identification, risk assessment, and consequence prediction across 765 multiple-choice questions and 404 realistic lab scenarios, encompassing 3,128 open-ended tasks. Evaluations on 19 advanced LLMs and VLMs show that no model evaluated on hazard identification surpasses 70% accuracy. While proprietary models perform well on structured assessments, they do not show a clear advantage in open-ended reasoning. These results underscore the urgent need for specialized safety evaluation frameworks before deploying AI systems in real laboratory settings.",Yujun Zhou|Jingdong Yang|Yue Huang|Kehan Guo|Zoe Emory|Bikram Ghosh|Amita Bedar|Sujay Shekar|Zhenwen Liang|Pin-Yu Chen|Tian Gao|Werner Geyer|Nuno Moniz|Nitesh V Chawla|Xiangliang Zhang,cs.CL,cs.CL;cs.LG,2024-10-18,2026-02-12,qf2_experiment_design_agent
2410.16531,Bayesian scaling laws for in-context learning,"In-context learning (ICL) is a powerful technique for getting language models to perform complex tasks with no training updates. Prior work has established strong correlations between the number of in-context examples provided and the accuracy of the model's predictions. In this paper, we seek to explain this correlation by showing that ICL approximates a Bayesian learner. This perspective gives rise to a novel Bayesian scaling law for ICL. In experiments with \mbox{GPT-2} models of different sizes, our scaling law matches existing scaling laws in accuracy while also offering interpretable terms for task priors, learning efficiency, and per-example probabilities. To illustrate the analytic power that such interpretable scaling laws provide, we report on controlled synthetic dataset experiments designed to inform real-world studies of safety alignment. In our experimental protocol, we use SFT or DPO to suppress an unwanted existing model capability and then use ICL to try to bring that capability back (many-shot jailbreaking). We then study ICL on real-world instruction-tuned LLMs using capabilities benchmarks as well as a new many-shot jailbreaking dataset. In all cases, Bayesian scaling laws accurately predict the conditions under which ICL will cause suppressed behaviors to reemerge, which sheds light on the ineffectiveness of post-training at increasing LLM safety.",Aryaman Arora|Dan Jurafsky|Christopher Potts|Noah D. Goodman,cs.CL,cs.CL;cs.AI;cs.FL;cs.LG,2024-10-21,2025-09-22,qf2_experiment_design_agent
2410.17309,Literature Meets Data: A Synergistic Approach to Hypothesis Generation,"AI holds promise for transforming scientific processes, including hypothesis generation. Prior work on hypothesis generation can be broadly categorized into theory-driven and data-driven approaches. While both have proven effective in generating novel and plausible hypotheses, it remains an open question whether they can complement each other. To address this, we develop the first method that combines literature-based insights with data to perform LLM-powered hypothesis generation. We apply our method on five different datasets and demonstrate that integrating literature and data outperforms other baselines (8.97\% over few-shot, 15.75\% over literature-based alone, and 3.37\% over data-driven alone). Additionally, we conduct the first human evaluation to assess the utility of LLM-generated hypotheses in assisting human decision-making on two challenging tasks: deception detection and AI generated content detection. Our results show that human accuracy improves significantly by 7.44\% and 14.19\% on these tasks, respectively. These findings suggest that integrating literature-based and data-driven approaches provides a comprehensive and nuanced framework for hypothesis generation and could open new avenues for scientific inquiry.",Haokun Liu|Yangqiaoyu Zhou|Mingxuan Li|Chenfei Yuan|Chenhao Tan,cs.AI,cs.AI;cs.CL;cs.CY;cs.LG,2024-10-22,2025-01-08,qf2_hypothesis_generation
2410.16618,SoK: Dataset Copyright Auditing in Machine Learning Systems,"As the implementation of machine learning (ML) systems becomes more widespread, especially with the introduction of larger ML models, we perceive a spring demand for massive data. However, it inevitably causes infringement and misuse problems with the data, such as using unauthorized online artworks or face images to train ML models. To address this problem, many efforts have been made to audit the copyright of the model training dataset. However, existing solutions vary in auditing assumptions and capabilities, making it difficult to compare their strengths and weaknesses. In addition, robustness evaluations usually consider only part of the ML pipeline and hardly reflect the performance of algorithms in real-world ML applications. Thus, it is essential to take a practical deployment perspective on the current dataset copyright auditing tools, examining their effectiveness and limitations. Concretely, we categorize dataset copyright auditing research into two prominent strands: intrusive methods and non-intrusive methods, depending on whether they require modifications to the original dataset. Then, we break down the intrusive methods into different watermark injection options and examine the non-intrusive methods using various fingerprints. To summarize our results, we offer detailed reference tables, highlight key points, and pinpoint unresolved issues in the current literature. By combining the pipeline in ML systems and analyzing previous studies, we highlight several future directions to make auditing tools more suitable for real-world copyright protection requirements.",Linkang Du|Xuanru Zhou|Min Chen|Chusong Zhang|Zhou Su|Peng Cheng|Jiming Chen|Zhikun Zhang,cs.CR,cs.CR;cs.LG,2024-10-22,2025-05-25,qf3_auditable_research
2410.20221,Generative linguistics contribution to artificial intelligence: Where this contribution lies?,"This article aims to characterize Generative linguistics (GL) contribution to artificial intelligence (AI), alluding to the debate among linguists and AI scientists on whether linguistics belongs to humanities or science. In this article, I will try not to be biased as a linguist, studying the phenomenon from an independent scientific perspective. The article walks the researcher/reader through the scientific theorems and rationales involved in AI which belong from GL, specifically the Chomsky School. It, thus, provides good evidence from syntax, semantics, language faculty, Universal Grammar, computational system of human language, language acquisition, human brain, programming languages (e.g. Python), Large Language Models, and unbiased AI scientists that this contribution is huge, and that this contribution cannot be denied. It concludes that however the huge GL contribution to AI, there are still points of divergence including the nature and type of language input.",Mohammed Q. Shormani,cs.CL,cs.CL,2024-10-26,2024-11-02,qf1_ai_scientist;qf1_ai_scientists
2411.00816,CycleResearcher: Improving Automated Research via Automated Review,"The automation of scientific discovery has been a long-standing goal within the research community, driven by the potential to accelerate knowledge creation. While significant progress has been made using commercial large language models (LLMs) as research assistants or idea generators, the possibility of automating the entire research process with open-source LLMs remains largely unexplored. This paper explores the feasibility of using open-source post-trained LLMs as autonomous agents capable of performing the full cycle of automated research and review, from literature review and manuscript preparation to peer review and paper refinement. Our iterative preference training framework consists of CycleResearcher, which conducts research tasks, and CycleReviewer, which simulates the peer review process, providing iterative feedback via reinforcement learning. To train these models, we develop two new datasets, Review-5k and Research-14k, reflecting real-world machine learning research and peer review dynamics. Our results demonstrate that CycleReviewer achieves promising performance with a 26.89\% reduction in mean absolute error (MAE) compared to individual human reviewers in predicting paper scores, indicating the potential of LLMs to effectively assist expert-level research evaluation. In research, the papers generated by the CycleResearcher model achieved a score of 5.36 in simulated peer reviews, showing some competitiveness in terms of simulated review scores compared to the preprint level of 5.24 from human experts, while still having room for improvement compared to the accepted paper level of 5.69. This work represents a significant step toward fully automated scientific inquiry, providing ethical safeguards and exploring AI-driven research capabilities. The code, dataset and model weight are released at https://wengsyx.github.io/Researcher/.",Yixuan Weng|Minjun Zhu|Guangsheng Bao|Hongbo Zhang|Jindong Wang|Yue Zhang|Linyi Yang,cs.CL,cs.CL;cs.AI;cs.CY;cs.LG,2024-10-28,2025-03-08,qf1_automated_research;qf2_paper_generation
2411.02429,IdeaBench: Benchmarking Large Language Models for Research Idea Generation,"Large Language Models (LLMs) have transformed how people interact with artificial intelligence (AI) systems, achieving state-of-the-art results in various tasks, including scientific discovery and hypothesis generation. However, the lack of a comprehensive and systematic evaluation framework for generating research ideas using LLMs poses a significant obstacle to understanding and assessing their generative capabilities in scientific discovery. To address this gap, we propose IdeaBench, a benchmark system that includes a comprehensive dataset and an evaluation framework for standardizing the assessment of research idea generation using LLMs. Our dataset comprises titles and abstracts from a diverse range of influential papers, along with their referenced works. To emulate the human process of generating research ideas, we profile LLMs as domain-specific researchers and ground them in the same context considered by human researchers. This maximizes the utilization of the LLMs' parametric knowledge to dynamically generate new research ideas. We also introduce an evaluation framework for assessing the quality of generated research ideas. Our evaluation framework is a two-stage process: first, using GPT-4o to rank ideas based on user-specified quality indicators such as novelty and feasibility, enabling scalable personalization; and second, calculating relative ranking based ""Insight Score"" to quantify the chosen quality indicator. The proposed benchmark system will be a valuable asset for the community to measure and compare different LLMs, ultimately advancing the automation of the scientific discovery process.",Sikun Guo|Amir Hassan Shariatmadari|Guangzhi Xiong|Albert Huang|Eric Xie|Stefan Bekiranov|Aidong Zhang,cs.CL,cs.CL;cs.AI;cs.CE,2024-10-31,2024-10-31,qf2_hypothesis_generation;qf2_research_idea_generation
2411.02382,Improving Scientific Hypothesis Generation with Knowledge Grounded Large Language Models,"Large language models (LLMs) have demonstrated remarkable capabilities in various scientific domains, from natural language processing to complex problem-solving tasks. Their ability to understand and generate human-like text has opened up new possibilities for advancing scientific research, enabling tasks such as data analysis, literature review, and even experimental design. One of the most promising applications of LLMs in this context is hypothesis generation, where they can identify novel research directions by analyzing existing knowledge. However, despite their potential, LLMs are prone to generating ``hallucinations'', outputs that are plausible-sounding but factually incorrect. Such a problem presents significant challenges in scientific fields that demand rigorous accuracy and verifiability, potentially leading to erroneous or misleading conclusions. To overcome these challenges, we propose KG-CoI (Knowledge Grounded Chain of Ideas), a novel system that enhances LLM hypothesis generation by integrating external, structured knowledge from knowledge graphs (KGs). KG-CoI guides LLMs through a structured reasoning process, organizing their output as a chain of ideas (CoI), and includes a KG-supported module for the detection of hallucinations. With experiments on our newly constructed hypothesis generation dataset, we demonstrate that KG-CoI not only improves the accuracy of LLM-generated hypotheses but also reduces the hallucination in their reasoning chains, highlighting its effectiveness in advancing real-world scientific research.",Guangzhi Xiong|Eric Xie|Amir Hassan Shariatmadari|Sikun Guo|Stefan Bekiranov|Aidong Zhang,cs.CL,cs.CL;cs.AI,2024-11-04,2024-11-04,qf2_hypothesis_generation
2411.03743,Automating Exploratory Proteomics Research via Language Models,"With the development of artificial intelligence, its contribution to science is evolving from simulating a complex problem to automating entire research processes and producing novel discoveries. Achieving this advancement requires both specialized general models grounded in real-world scientific data and iterative, exploratory frameworks that mirror human scientific methodologies. In this paper, we present PROTEUS, a fully automated system for scientific discovery from raw proteomics data. PROTEUS uses large language models (LLMs) to perform hierarchical planning, execute specialized bioinformatics tools, and iteratively refine analysis workflows to generate high-quality scientific hypotheses. The system takes proteomics datasets as input and produces a comprehensive set of research objectives, analysis results, and novel biological hypotheses without human intervention. We evaluated PROTEUS on 12 proteomics datasets collected from various biological samples (e.g. immune cells, tumors) and different sample types (single-cell and bulk), generating 191 scientific hypotheses. These were assessed using both automatic LLM-based scoring on 5 metrics and detailed reviews from human experts. Results demonstrate that PROTEUS consistently produces reliable, logically coherent results that align well with existing literature while also proposing novel, evaluable hypotheses. The system's flexible architecture facilitates seamless integration of diverse analysis tools and adaptation to different proteomics data types. By automating complex proteomics analysis workflows and hypothesis generation, PROTEUS has the potential to considerably accelerate the pace of scientific discovery in proteomics research, enabling researchers to efficiently explore large-scale datasets and uncover biological insights.",Ning Ding|Shang Qu|Linhai Xie|Yifei Li|Zaoqu Liu|Kaiyan Zhang|Yibai Xiong|Yuxin Zuo|Zhangren Chen|Ermo Hua|Xingtai Lv|Youbang Sun|Yang Li|Dong Li|Fuchu He|Bowen Zhou,cs.AI,cs.AI;q-bio.QM,2024-11-06,2024-11-06,qf2_hypothesis_generation
2411.05000,Needle Threading: Can LLMs Follow Threads through Near-Million-Scale Haystacks?,"As the context limits of Large Language Models (LLMs) increase, the range of possible applications and downstream functions broadens. In many real-world tasks, decisions depend on details scattered across collections of often disparate documents containing mostly irrelevant information. Long-context LLMs appear well-suited to this form of complex information retrieval and reasoning, which has traditionally proven costly and time-consuming. However, although the development of longer context models has seen rapid gains in recent years, our understanding of how effectively LLMs use their context has not kept pace. To address this, we conduct a set of retrieval experiments designed to evaluate the capabilities of 17 leading LLMs, such as their ability to follow threads of information through the context window. Strikingly, we find that many models are remarkably threadsafe: capable of simultaneously following multiple threads without significant loss in performance. Still, for many models, we find the effective context limit is significantly shorter than the supported context length, with accuracy decreasing as the context window grows. Our study also highlights the important point that token counts from different tokenizers should not be directly compared -- they often correspond to substantially different numbers of written characters. We release our code and long-context experimental data.",Jonathan Roberts|Kai Han|Samuel Albanie,cs.CL,cs.CL,2024-11-07,2025-04-23,qf2_experiment_design_agent
2411.06590,CriticAL: Critic Automation with Language Models,"Understanding the world through models is a fundamental goal of scientific research. While large language model (LLM) based approaches show promise in automating scientific discovery, they often overlook the importance of criticizing scientific models. Criticizing models deepens scientific understanding and drives the development of more accurate models. Automating model criticism is difficult because it traditionally requires a human expert to define how to compare a model with data and evaluate if the discrepancies are significant--both rely heavily on understanding the modeling assumptions and domain. Although LLM-based critic approaches are appealing, they introduce new challenges: LLMs might hallucinate the critiques themselves. Motivated by this, we introduce CriticAL (Critic Automation with Language Models). CriticAL uses LLMs to generate summary statistics that capture discrepancies between model predictions and data, and applies hypothesis tests to evaluate their significance. We can view CriticAL as a verifier that validates models and their critiques by embedding them in a hypothesis testing framework. In experiments, we evaluate CriticAL across key quantitative and qualitative dimensions. In settings where we synthesize discrepancies between models and datasets, CriticAL reliably generates correct critiques without hallucinating incorrect ones. We show that both human and LLM judges consistently prefer CriticAL's critiques over alternative approaches in terms of transparency and actionability. Finally, we show that CriticAL's critiques enable an LLM scientist to improve upon human-designed models on real-world datasets.",Michael Y. Li|Vivek Vajipey|Noah D. Goodman|Emily B. Fox,cs.LG,cs.LG;cs.AI;cs.CL,2024-11-10,2024-11-10,qf1_automated_sci_discovery
2411.08804,FinRobot: AI Agent for Equity Research and Valuation with Large Language Models,"As financial markets grow increasingly complex, there is a rising need for automated tools that can effectively assist human analysts in equity research, particularly within sell-side research. While Generative AI (GenAI) has attracted significant attention in this field, existing AI solutions often fall short due to their narrow focus on technical factors and limited capacity for discretionary judgment. These limitations hinder their ability to adapt to new data in real-time and accurately assess risks, which diminishes their practical value for investors. This paper presents FinRobot, the first AI agent framework specifically designed for equity research. FinRobot employs a multi-agent Chain of Thought (CoT) system, integrating both quantitative and qualitative analyses to emulate the comprehensive reasoning of a human analyst. The system is structured around three specialized agents: the Data-CoT Agent, which aggregates diverse data sources for robust financial integration; the Concept-CoT Agent, which mimics an analysts reasoning to generate actionable insights; and the Thesis-CoT Agent, which synthesizes these insights into a coherent investment thesis and report. FinRobot provides thorough company analysis supported by precise numerical data, industry-appropriate valuation metrics, and realistic risk assessments. Its dynamically updatable data pipeline ensures that research remains timely and relevant, adapting seamlessly to new financial information. Unlike existing automated research tools, such as CapitalCube and Wright Reports, FinRobot delivers insights comparable to those produced by major brokerage firms and fundamental research vendors. We open-source FinRobot at \url{https://github. com/AI4Finance-Foundation/FinRobot}.",Tianyu Zhou|Pinqiao Wang|Yilin Wu|Hongyang Yang,q-fin.CP,q-fin.CP;cs.LG;q-fin.ST;q-fin.TR,2024-11-13,2024-11-13,qf1_automated_research
2411.09892,A Self-Supervised Robotic System for Autonomous Contact-Based Spatial Mapping of Semiconductor Properties,"Integrating robotically driven contact-based material characterization techniques into self-driving laboratories can enhance measurement quality, reliability, and throughput. While deep learning models support robust autonomy, current methods lack reliable pixel-precision positioning and require extensive labeled data. To overcome these challenges, we propose an approach for building self-supervised autonomy into contact-based robotic systems that teach the robot to follow domain expert measurement principles at high-throughputs. Firstly, we design a vision-based, self-supervised convolutional neural network (CNN) architecture that uses differentiable image priors to optimize domain-specific objectives, refining the pixel precision of predicted robot contact poses by 20.0% relative to existing approaches. Secondly, we design a reliable graph-based planner for generating distance-minimizing paths to accelerate the robot measurement throughput and decrease planning variance by 6x. We demonstrate the performance of this approach by autonomously driving a 4-degree-of-freedom robotic probe for 24 hours to characterize semiconductor photoconductivity at 3,025 uniquely predicted poses across a gradient of drop-casted perovskite film compositions, achieving throughputs over 125 measurements per hour. Spatially mapping photoconductivity onto each drop-casted film reveals compositional trends and regions of inhomogeneity, valuable for identifying manufacturing process defects. With this self-supervised CNN-driven robotic system, we enable high-precision and reliable automation of contact-based characterization techniques at high throughputs, thereby allowing the measurement of previously inaccessible yet important semiconductor properties for self-driving laboratories.",Alexander E. Siemenn|Basita Das|Kangyu Ji|Fang Sheng|Tonio Buonassisi,cs.RO,cs.RO;cond-mat.mtrl-sci;cs.LG,2024-11-15,2024-12-29,qf1_self_driving_laboratory
2411.14456,Can Artificial Intelligence Generate Quality Research Topics Reflecting Patient Concerns?,"Patient-centered research is increasingly important in narrowing the gap between research and patient care, yet incorporating patient perspectives into health research has been inconsistent. We propose an automated framework leveraging innovative natural language processing (NLP) and artificial intelligence (AI) with patient portal messages to generate research ideas that prioritize important patient issues. We further quantified the quality of AI-generated research topics. To define patient clinical concerns, we analyzed 614,464 patient messages from 25,549 individuals with breast or skin cancer obtained from a large academic hospital (2013 to 2024), constructing a 2-staged unsupervised NLP topic model. Then, we generated research topics to resolve the defined issues using a widely used AI (ChatGPT-4o, OpenAI Inc, April 2024 version) with prompt-engineering strategies. We guided AI to perform multi-level tasks: 1) knowledge interpretation and summarization (e.g., interpreting and summarizing the NLP-defined topics), 2) knowledge generation (e.g., generating research ideas corresponding to patients issues), 3) self-reflection and correction (e.g., ensuring and revising the research ideas after searching for scientific articles), and 4) self-reassurance (e.g., confirming and finalizing the research ideas). Six highly experienced breast oncologists and dermatologists assessed the significance and novelty of AI-generated research topics using a 5-point Likert scale (1-exceptional, 5-poor). One-third of the AI-suggested research topics were highly significant and novel when both scores were lower than the average. Two-thirds of the AI-suggested topics were novel in both cancers. Our findings demonstrate that AI-generated research topics reflecting patient perspectives via a large volume of patient messages can meaningfully guide future directions in patient-centered health research.",Jiyeong Kim|Michael L. Chen|Shawheen J. Rezaei|Mariana Ramirez-Posada|Jennifer L. Caswell-Jin|Allison W. Kurian|Fauzia Riaz|Kavita Y. Sarin|Jean Y. Tang|Steven M. Asch|Eleni Linos,cs.CL,cs.CL;cs.AI;cs.IR,2024-11-15,2024-11-15,qf3_ai_generated_research
2411.11910,AIGS: Generating Science from AI-Powered Automated Falsification,"Rapid development of artificial intelligence has drastically accelerated the development of scientific discovery. Trained with large-scale observation data, deep neural networks extract the underlying patterns in an end-to-end manner and assist human researchers with highly-precised predictions in unseen scenarios. The recent rise of Large Language Models (LLMs) and the empowered autonomous agents enable scientists to gain help through interaction in different stages of their research, including but not limited to literature review, research ideation, idea implementation, and academic writing. However, AI researchers instantiated by foundation model empowered agents with full-process autonomy are still in their infancy. In this paper, we study $\textbf{AI-Generated Science}$ (AIGS), where agents independently and autonomously complete the entire research process and discover scientific laws. By revisiting the definition of scientific research, we argue that $\textit{falsification}$ is the essence of both human research process and the design of an AIGS system. Through the lens of falsification, prior systems attempting towards AI-Generated Science either lack the part in their design, or rely heavily on existing verification engines that narrow the use in specialized domains. In this work, we propose Baby-AIGS as a baby-step demonstration of a full-process AIGS system, which is a multi-agent system with agents in roles representing key research process. By introducing FalsificationAgent, which identify and then verify possible scientific discoveries, we empower the system with explicit falsification. Experiments on three tasks preliminarily show that Baby-AIGS could produce meaningful scientific discoveries, though not on par with experienced human researchers. Finally, we discuss on the limitations of current Baby-AIGS, actionable insights, and related ethical issues in detail.",Zijun Liu|Kaiming Liu|Yiqi Zhu|Xuanyu Lei|Zonghan Yang|Zhenhe Zhang|Peng Li|Yang Liu,cs.LG,cs.LG;cs.AI;cs.CL,2024-11-17,2024-11-24,qf2_research_ideation
2411.11731,Moral Persuasion in Large Language Models: Evaluating Susceptibility and Ethical Alignment,"We explore how large language models (LLMs) can be influenced by prompting them to alter their initial decisions and align them with established ethical frameworks. Our study is based on two experiments designed to assess the susceptibility of LLMs to moral persuasion. In the first experiment, we examine the susceptibility to moral ambiguity by evaluating a Base Agent LLM on morally ambiguous scenarios and observing how a Persuader Agent attempts to modify the Base Agent's initial decisions. The second experiment evaluates the susceptibility of LLMs to align with predefined ethical frameworks by prompting them to adopt specific value alignments rooted in established philosophical theories. The results demonstrate that LLMs can indeed be persuaded in morally charged scenarios, with the success of persuasion depending on factors such as the model used, the complexity of the scenario, and the conversation length. Notably, LLMs of distinct sizes but from the same company produced markedly different outcomes, highlighting the variability in their susceptibility to ethical persuasion.",Allison Huang|Yulu Niki Pi|Carlos Mougan,cs.CL,cs.CL;cs.AI,2024-11-18,2024-11-18,qf2_experiment_design_agent
2411.15221,Reflections from the 2024 Large Language Model (LLM) Hackathon for Applications in Materials Science and Chemistry,"Here, we present the outcomes from the second Large Language Model (LLM) Hackathon for Applications in Materials Science and Chemistry, which engaged participants across global hybrid locations, resulting in 34 team submissions. The submissions spanned seven key application areas and demonstrated the diverse utility of LLMs for applications in (1) molecular and material property prediction; (2) molecular and material design; (3) automation and novel interfaces; (4) scientific communication and education; (5) research data management and automation; (6) hypothesis generation and evaluation; and (7) knowledge extraction and reasoning from scientific literature. Each team submission is presented in a summary table with links to the code and as brief papers in the appendix. Beyond team results, we discuss the hackathon event and its hybrid format, which included physical hubs in Toronto, Montreal, San Francisco, Berlin, Lausanne, and Tokyo, alongside a global online hub to enable local and virtual collaboration. Overall, the event highlighted significant improvements in LLM capabilities since the previous year's hackathon, suggesting continued expansion of LLMs for applications in materials science and chemistry research. These outcomes demonstrate the dual utility of LLMs as both multipurpose models for diverse machine learning tasks and platforms for rapid prototyping custom applications in scientific research.",Yoel Zimmermann|Adib Bazgir|Zartashia Afzal|Fariha Agbere|Qianxiang Ai|Nawaf Alampara|Alexander Al-Feghali|Mehrad Ansari|Dmytro Antypov|Amro Aswad|Jiaru Bai|Viktoriia Baibakova|Devi Dutta Biswajeet|Erik Bitzek|Joshua D. Bocarsly|Anna Borisova|Andres M Bran|L. Catherine Brinson|Marcel Moran Calderon|Alessandro Canalicchio|Victor Chen|Yuan Chiang|Defne Circi|Benjamin Charmes|Vikrant Chaudhary|Zizhang Chen|Min-Hsueh Chiu|Judith Clymo|Kedar Dabhadkar|Nathan Daelman|Archit Datar|Wibe A. de Jong|Matthew L. Evans|Maryam Ghazizade Fard|Giuseppe Fisicaro|Abhijeet Sadashiv Gangan|Janine George|Jose D. Cojal Gonzalez|Michael Götte|Ankur K. Gupta|Hassan Harb|Pengyu Hong|Abdelrahman Ibrahim|Ahmed Ilyas|Alishba Imran|Kevin Ishimwe|Ramsey Issa|Kevin Maik Jablonka|Colin Jones|Tyler R. Josephson|Greg Juhasz|Sarthak Kapoor|Rongda Kang|Ghazal Khalighinejad|Sartaaj Khan|Sascha Klawohn|Suneel Kuman|Alvin Noe Ladines|Sarom Leang|Magdalena Lederbauer| Sheng-Lun| Liao|Hao Liu|Xuefeng Liu|Stanley Lo|Sandeep Madireddy|Piyush Ranjan Maharana|Shagun Maheshwari|Soroush Mahjoubi|José A. Márquez|Rob Mills|Trupti Mohanty|Bernadette Mohr|Seyed Mohamad Moosavi|Alexander Moßhammer|Amirhossein D. Naghdi|Aakash Naik|Oleksandr Narykov|Hampus Näsström|Xuan Vu Nguyen|Xinyi Ni|Dana O'Connor|Teslim Olayiwola|Federico Ottomano|Aleyna Beste Ozhan|Sebastian Pagel|Chiku Parida|Jaehee Park|Vraj Patel|Elena Patyukova|Martin Hoffmann Petersen|Luis Pinto|José M. Pizarro|Dieter Plessers|Tapashree Pradhan|Utkarsh Pratiush|Charishma Puli|Andrew Qin|Mahyar Rajabi|Francesco Ricci|Elliot Risch|Martiño Ríos-García|Aritra Roy|Tehseen Rug|Hasan M Sayeed|Markus Scheidgen|Mara Schilling-Wilhelmi|Marcel Schloz|Fabian Schöppach|Julia Schumann|Philippe Schwaller|Marcus Schwarting|Samiha Sharlin|Kevin Shen|Jiale Shi|Pradip Si|Jennifer D'Souza|Taylor Sparks|Suraj Sudhakar|Leopold Talirz|Dandan Tang|Olga Taran|Carla Terboven|Mark Tropin|Anastasiia Tsymbal|Katharina Ueltzen|Pablo Andres Unzueta|Archit Vasan|Tirtha Vinchurkar|Trung Vo|Gabriel Vogel|Christoph Völker|Jan Weinreich|Faradawn Yang|Mohd Zaki|Chi Zhang|Sylvester Zhang|Weijie Zhang|Ruijie Zhu|Shang Zhu|Jan Janssen|Calvin Li|Ian Foster|Ben Blaiszik,cs.LG,cs.LG;cond-mat.mtrl-sci;physics.chem-ph,2024-11-20,2025-01-03,qf2_hypothesis_generation
