arxiv_id,title,area,domain,cohort,first_submitted,claim_strength,autonomy,paper_type,repo_urls,archetype,lineage,institution,n_files,extensions
2607.10712,Distributed Denial of Science: How Indirect Data Poisoning of AI Systems Can Industrialize Scientific Fraud,A2_auditability,GENERAL_ML,2026-H2,2026-07-12,METHOD,NA,FRAMEWORK,github.com/gyevnarb/indirect-data-poisoning,FULL_PIPELINE,,,52,.csv;.json;.md;.py;.r;.sh;.toml
2607.20891,Is Deep Research Reliable? Misleading Knowledge Induces False Conclusions,A2_auditability,GENERAL_ML,2026-H2,2026-07-23,METHOD,NA,BENCHMARK,github.com/bytedance/deer-,DEAD,,,0,
2403.13815,Autonomous microARPES,A3_end_to_end,PHYSICS,2024-H1,2024-02-16,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/lbl-camera/gpCAM,FULL_PIPELINE,,,136,.bat;.cff;.cfg;.conf;.css;.in;.ini;.ipynb;.jpg;.json;.lock;.md
2405.17631,BioDiscoveryAgent: An AI Agent for Designing Genetic Perturbation Experiments,A3_end_to_end,BIOMED,2024-H1,2024-05-27,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Significant-Gravitas/Auto-GPT | github.com/snap-stanford/BioDiscoveryAgent,FULL_PIPELINE,,,4626,.autogpt;.avif;.baseline;.bat;.cff;.code-workspace;.css;.csv;.default;.example;.exs;.icns
2408.06292,The AI Scientist: Towards Fully Automated Open-Ended Scientific Discovery,A3_end_to_end,GENERAL_ML,2024-H2,2024-08-12,CAPABILITY,L4_FULL,SYSTEM,github.com/SakanaAI/AI-Scientist | github.com/Sea-Snell/grokking | github.com/danielmamay/grokking | github.com/fedebotu/ICLR20 | github.com/karpathy/nanoGPT | github.com/paul-gauthier/aider,FULL_PIPELINE,,,691,.c;.chatito;.clj;.cpp;.cs;.css;.d;.dart;.el;.elm;.env;.ex
2409.16876,Automating Traffic Model Enhancement with AI Research Agent,A3_end_to_end,OTHER,2024-H2,2024-09-25,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Guoxs/TR-Agent,FULL_PIPELINE,,,107,.jpg;.log;.md;.npy;.pdf;.pkl;.py;.yml
2411.11910,AIGS: Generating Science from AI-Powered Automated Falsification,A3_end_to_end,GENERAL_ML,2024-H2,2024-11-17,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/AgentForceTeamOfficial/Baby-AIGS | github.com/hiyouga/LLaMA-Factory | github.com/karpathy/nanoGPT | github.com/lm-sys/FastChat | github.com/openai/openai-python | github.com/vllm-project/vllm,FULL_PIPELINE,,,6110,.cmake;.cpp;.cpu;.css;.cu;.cuh;.env;.h;.hcl;.hpp;.html;.ico
2412.07978,Agents for self-driving laboratories applied to quantum computing,A3_end_to_end,PHYSICS,2024-H2,2024-12-10,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/EvoEvolver/k_agents | github.com/ShuxiangCao/LeeQ | huggingface.co/NousResearch/Nous-Hermes-2-Yi-34B,FULL_PIPELINE,,,562,.dev;.example;.ini;.ipynb;.json;.md;.png;.proto;.py;.pyi;.service;.sh
2412.09429,From Intention To Implementation: Automating Biomedical Research via LLMs,A3_end_to_end,BIOMED,2024-H2,2024-12-12,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/XMUDM/BioResearcher,FULL_PIPELINE,,,19,.json;.md;.pdf;.png;.py;.txt
2501.10385,Autonomous Microscopy Experiments through Large Language Model Agents,A3_end_to_end,MATERIALS,2024-H2,2024-12-18,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/M3RG-IITD/AILA,FULL_PIPELINE,,,1793,.bat;.bin;.ipynb;.json;.md;.nid;.png;.py;.rtf;.sqlite3;.txt;.xlsx
2504.08066,The AI Scientist-v2: Workshop-Level Automated Scientific Discovery via Agentic Tree Search,A3_end_to_end,GENERAL_ML,2025-H1,2025-04-10,CAPABILITY,L4_FULL,SYSTEM,github.com/HKUDS/AI-Researcher | github.com/SakanaAI/AI-Scientist-ICLR2025-Works | github.com/SakanaAI/AI-Scientist-v2,FULL_PIPELINE,,,1464,.avi;.cfg;.conf;.gif;.json;.log;.md;.mp4;.npz;.pdf;.pkl;.png
2505.18705,AI-Researcher: Autonomous Scientific Innovation,A3_end_to_end,GENERAL_ML,2025-H1,2025-05-24,CAPABILITY,L4_FULL,SYSTEM,github.com/HKUDS/AI-Researcher | github.com/langchain-ai/langchain | github.com/microsoft/autogen,FULL_PIPELINE,,,1464,.avi;.cfg;.conf;.gif;.json;.log;.md;.mp4;.npz;.pdf;.pkl;.png
2505.23852,Large Language Model-Based Agents for Automated Research Reproducibility: An Exploratory Study in Alzheimer's Disease,A3_end_to_end,BIOMED,2025-H1,2025-05-29,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/microsoft/autogen | github.com/ndobb/nacc_paper_llm_reproducer2,FULL_PIPELINE,,,1837,.config;.cs;.csproj;.css;.csv;.default;.dic;.drawio;.gif;.html;.ico;.in
2506.05999,Machine learning for in-situ composition mapping in a self-driving magnetron sputtering system,A3_end_to_end,MATERIALS,2025-H1,2025-06-06,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/jarlsanna/gps-for-magnetron-sputtering | github.com/pywinauto/pywinauto,CODE_ONLY,,,293,.bat;.cfg;.dll;.exe;.in;.ini;.jpg;.md;.ps1;.py;.txt;.yaml
2507.00310,AutoDiscovery: Open-ended Scientific Discovery via Bayesian Surprise,A3_end_to_end,MULTI,2025-H1,2025-06-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/allenai/autodiscovery,CODE_ONLY,,,23,.html;.md;.png;.py;.toml;.txt;.yml
2507.01485,BioMARS: A Multi-Agent Robotic System for Autonomous Biological Experiments,A3_end_to_end,BIOMED,2025-H2,2025-07-02,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/AlexandreQ27/BioMARS,STUB,,,6,.md;.png
2507.07257,Open Source Planning & Control System with Language Agents for Autonomous Scientific Discovery,A3_end_to_end,PHYSICS,2025-H2,2025-07-09,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/CMBAgents/cmbagent | github.com/ag2ai/ag2 | huggingface.co/spaces/astropilot-ai,FULL_PIPELINE,,,1280,.cff;.css;.html;.ico;.jinja;.jpg;.js;.json;.jsonl;.lock;.md;.mdx
2507.16075,Deep Researcher with Test-Time Diffusion,A3_end_to_end,OTHER,2025-H2,2025-07-21,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/Su-Sea/ydc-deep-research-evals | github.com/assafelovic/gpt-researcher | github.com/bytedance/deer-flow | github.com/langchain-ai/open_deep_ | huggingface.co/blog/open-deep-research,FULL_PIPELINE,,,2020,.cmd;.code-workspace;.conf;.css;.csv;.example;.html;.ico;.ini;.jpg;.js;.json
2508.03444,An Auditable Agent Platform For Automated Molecular Optimisation,A3_end_to_end,CHEMISTRY,2025-H2,2025-08-05,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/deltawave-tech/delta,FULL_PIPELINE,,,32595,.04;.cabal;.cfg;.csv;.dlg;.example;.hs;.in;.json;.lock;.log;.md
2508.13421,Virtuous Machines: Towards Artificial General Science,A3_end_to_end,SOCIAL_SCI,2025-H2,2025-08-19,CAPABILITY,L4_FULL,SYSTEM,github.com/Aider-AI/aider,FULL_PIPELINE,,,691,.c;.chatito;.clj;.cpp;.cs;.css;.d;.dart;.el;.elm;.env;.ex
2509.05351,Self-Driving Laboratory Optimizes the Lower Critical Solution Temperature of Thermoresponsive Polymers,A3_end_to_end,MATERIALS,2025-H2,2025-09-02,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/An-xu/SDL_LCST_OP,FULL_PIPELINE,,,38,.iml;.ipynb;.jpg;.md;.png;.py;.txt;.xlsx;.xml
2509.13312,WebWeaver: Structuring Web-Scale Evidence with Dynamic Outlines for Open-Ended Deep Research,A3_end_to_end,OTHER,2025-H2,2025-09-16,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Alibaba-NLP/DeepResearch | github.com/QwenLM/Qwen-Agent | github.com/Su-Sea/ydc-deep-research-evals | github.com/assafelovic/gpt-researcher | github.com/langchain-ai/open_dee | huggingface.co/blog/open-d,FULL_PIPELINE,,,346,.example;.gif;.jpg;.jsonl;.md;.mp4;.pdf;.png;.py;.pyc;.sh;.tar
2509.14778,OpenLens AI: Fully Autonomous Research Agent for Health Infomatics,A3_end_to_end,BIOMED,2025-H2,2025-09-18,CAPABILITY,L4_FULL,SYSTEM,github.com/jarrycyx/openlens-ai,FULL_PIPELINE,,,218,.bash;.csv;.jpg;.json;.md;.pdf;.png;.profile;.py;.sh;.sty;.svg
2509.21553,AutoClimDS: Climate Data Science Agentic AI -- A Knowledge Graph is All You Need,A3_end_to_end,OTHER,2025-H2,2025-09-25,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Ajaberr/AutoClimDS,FULL_PIPELINE,,,157,.asc;.cpg;.csv;.dat;.db;.dbf;.html;.ipynb;.json;.jsonl;.log;.md
2509.24978,Agentic Exploration of Physics Models,A3_end_to_end,PHYSICS,2025-H2,2025-09-29,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/MaxNaeg/S | github.com/MaxNaeg/Sci | github.com/jax-ml/jax,FULL_PIPELINE,,,1972,.bazel;.bazelrc;.bib;.bzl;.c;.cc;.cfg;.css;.cu;.env;.fbs;.gif
2510.06056,Scientific Algorithm Discovery by Augmenting AlphaEvolve with Deep Research,A3_end_to_end,MULTI,2025-H2,2025-10-07,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/codelion/openevolve | github.com/liugangcode/deepevolve,FULL_PIPELINE,,,486,.backup;.cpp;.css;.hpp;.html;.in;.js;.json;.kattisrc;.lock;.md;.mlir
2510.11661,SR-Scientist: Scientific Equation Discovery With Agentic AI,A3_end_to_end,MULTI,2025-H2,2025-10-13,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/GAIR-NLP/SR-Scientist | github.com/SymposiumOrganization/NeuralSymbolicRegressionThatS | github.com/anthropics/claude-code | github.com/deep-symbolic-mathematics/llm-srbench | github.com/dso-org/deep-symbolic-optimization | github.com/facebookresearch/symbolicregression,FULL_PIPELINE,,,201,.csv;.data-00000-of-00001;.index;.json;.md;.meta;.pkl;.png;.py;.pyx;.zip
2510.12194,ResearStudio: A Human-Intervenable Framework for Building Controllable Deep-Research Agents,A3_end_to_end,GENERAL_ML,2025-H2,2025-10-14,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/ResearAI/ResearStudio,DEAD,,,0,
2510.15624,Build Your Personalized Research Group: A Multiagent Framework for Continual and Interactive Science Automation,A3_end_to_end,GENERAL_ML,2025-H2,2025-10-17,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/ltjed/freephdlabor,FULL_PIPELINE,,,199,.bib;.bst;.html;.js;.json;.md;.mp4;.pdf;.png;.py;.sh;.sty
2510.17797,Enterprise Deep Research: Steerable Multi-Agent Deep Research for Enterprise Analytics,A3_end_to_end,OTHER,2025-H2,2025-10-20,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/SalesforceAIResearch/enterprise-deep-research | huggingface.co/datasets/Salesforce/EDR-200,FULL_PIPELINE,,,125,.css;.dockerfile;.html;.jpeg;.js;.json;.md;.nix;.pdf;.png;.py;.sample
2510.26144,The FM Agent,A3_end_to_end,MULTI,2025-H2,2025-10-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/codelion/openevolve | github.com/deepreinforce-ai/CUDA-L1 | huggingface.co/datasets/SakanaAI/AI-CUDA-Engineer-Archive,CODE_ONLY,,,22,.json;.md;.png;.py
2510.26887,The Denario project: Deep knowledge AI agents for scientific discovery,A3_end_to_end,MULTI,2025-H2,2025-10-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/AstroPilot-AI/Denario | github.com/AstroPilot-AI/DenarioApp | github.com/AstroPilot-AI/DenarioExamplePapers | github.com/CMBAgents/cmbagent | github.com/NeuroDiffGym/neurodiffeq | huggingface.co/spaces/astropilot-ai,FULL_PIPELINE,,,176,.bat;.in;.ipynb;.json;.md;.pdf;.pkl;.png;.py;.rst;.toml;.txt
2511.04583,Jr. AI Scientist and Its Risk Report: Autonomous Scientific Exploration from a Baseline Paper,A3_end_to_end,GENERAL_ML,2025-H2,2025-11-06,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Agent4Science-UTokyo/Jr.AI-Scientist,STUB,,,9,.md;.pdf;.png
2511.14631,Enhancing Agentic Autonomous Scientific Discovery with Vision-Language Model Capabilities,A3_end_to_end,PHYSICS,2025-H2,2025-11-18,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/AstroPilot-AI/Denario | github.com/CMBAgents/cmbagent,FULL_PIPELINE,,,176,.bat;.in;.ipynb;.json;.md;.pdf;.pkl;.png;.py;.rst;.toml;.txt
2512.05989,A self-driving lab for solution-processed electrochromic thin films,A3_end_to_end,MATERIALS,2025-H2,2025-11-28,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/aimat-lab/SDL_electrochromic,CODE_ONLY,,,10,.md;.py;.xlsx;.yaml
2601.01357,Towards LLM-enabled autonomous combustion research: A literature-aware agent for self-corrective modeling workflows,A3_end_to_end,PHYSICS,2026-H1,2026-01-04,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/sst/opencode,FULL_PIPELINE,,,6330,.aac;.astro;.cjs;.css;.desktop;.example;.html;.icns;.ico;.jpg;.js;.json
2601.07966,"DataScribe: An AI-Native, Policy-Aligned Web Platform for Multi-Objective Materials Design and Discovery",A3_end_to_end,MATERIALS,2026-H1,2026-01-12,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/DataScribe-Cloud/datascribe_api,CODE_ONLY,,,49,.css;.ico;.lock;.md;.png;.py;.pyi;.toml;.typed;.yaml;.yml
2601.13508,Autonomous computational catalysis through an agentic research system,A3_end_to_end,CHEMISTRY,2026-H1,2026-01-20,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/q734738781/CatMaster,FULL_PIPELINE,,,1553,.bib;.cif;.css;.csv;.example;.jpg;.js;.json;.jsx;.log;.md;.mjs
2602.06540,AgentCPM-Report: Interleaving Drafting and Deepening for Open-Ended Deep Research,A3_end_to_end,GENERAL_ML,2026-H1,2026-02-06,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/OpenBMB/AgentCPM | github.com/facebookresearch/faiss | huggingface.co/openbmb/AgentCPM-Report | huggingface.co/openbmb/AgentCPM-Report-GGUF | huggingface.co/openbmb/MiniCPM-Embedding-Light,CODE_ONLY,,,1086,.bash;.bat;.c;.cmake;.cpp;.cu;.cuh;.h;.in;.ipynb;.md;.metal
2602.13769,OR-Agent: Bridging Evolutionary Search and Structured Research for Automated Algorithm Discovery,A3_end_to_end,OTHER,2026-H1,2026-02-14,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/qiliuchn/OR-Agent,FULL_PIPELINE,,,1390,.csv;.example;.ipynb;.json;.md;.netecfg;.npy;.npz;.pickle;.png;.pt;.py
2602.15039,GRACE: an Agentic AI for Particle Physics Experiment Design and Simulation,A3_end_to_end,PHYSICS,2026-H1,2026-01-31,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/just5034/GRACE_whitepaper_data,CODE_ONLY,,,1248,.gdml;.json;.log;.mac;.md;.npy;.pdf;.png;.py;.txt
2602.21351,A Hierarchical Multi-Agent System for Autonomous Discovery in Geoscientific Data Archives,A3_end_to_end,OTHER,2026-H1,2026-02-24,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/CliDyn/pangaeaGPT,FULL_PIPELINE,,,100,.bin;.css;.html;.ini;.js;.json;.jsonl;.md;.png;.py;.sqlite3;.svg
2603.14575,CausalEvolve: Towards Open-Ended Discovery with Causal Scratchpad,A3_end_to_end,GENERAL_ML,2026-H1,2026-03-15,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/algorithmicsuperintelligence/openevolve,FULL_PIPELINE,,,486,.backup;.cpp;.css;.hpp;.html;.in;.js;.json;.kattisrc;.lock;.md;.mlir
2603.18273,EDM-ARS: A Domain-Specific Multi-Agent System for Automated Educational Data Mining Research,A3_end_to_end,SOCIAL_SCI,2026-H1,2026-03-18,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/aiming-lab/AutoResearchClaw | github.com/cgpan/edm-ars-public | github.com/cgpan/edm-ars-public.git,FULL_PIPELINE,,,749,.biology;.bst;.chemistry;.css;.economics;.env;.generic;.html;.js;.json;.math;.md
2603.24402,AI-Supervisor: Autonomous AI Research Supervision via a Persistent Research World Model,A3_end_to_end,GENERAL_ML,2026-H1,2026-03-25,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/autoproflab-debug/AI-Supervisor,DEAD,,,0,
2603.26499,AIRA_2: Overcoming Bottlenecks in AI Research Agents,A3_end_to_end,GENERAL_ML,2026-H1,2026-03-27,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/openai/mle-bench,FULL_PIPELINE,,,1015,.csv;.json;.md;.mjs;.py;.sh;.toml;.txt;.yaml
2603.28589,Towards a Medical AI Scientist,A3_end_to_end,BIOMED,2026-H1,2026-03-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Significant-Gravitas/AutoGPT | github.com/XzwHan/CARD | github.com/crewAIInc/crewAI | github.com/ermongroup/ddim | github.com/ge-xing/Diff-UNet | github.com/hojonathanho/diffus,FULL_PIPELINE,,,4626,.autogpt;.avif;.baseline;.bat;.cff;.code-workspace;.css;.csv;.default;.example;.exs;.icns
2604.05854,Deep Researcher Agent: An Autonomous Framework for 24/7 Deep Learning Experimentation with Zero-Cost Monitoring,A3_end_to_end,GENERAL_ML,2026-H1,2026-04-07,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Xiangyue-Zhang/auto- | github.com/Xiangyue-Zhang/auto-deep-researcher-24x7 | github.com/slopus/happy,FULL_PIPELINE,,,2063,.cjs;.css;.dev;.example;.go;.gz;.html;.icns;.ico;.integration-test;.js;.json
2604.08590,AlphaLab: Autonomous Multi-Agent Research Across Optimization Domains with Frontier LLMs,A3_end_to_end,MULTI,2026-H1,2026-03-31,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/KellerJordan/modded-nanogpt | github.com/karpathy/autoresearch | huggingface.co/datasets/PleIAs/SYNTH,FULL_PIPELINE,,,1772,.gif;.gz;.jpg;.json;.log;.md;.out;.png;.py;.sh;.stdout;.txt
2604.09621,Competing with AI Scientists: Agent-Driven Approach to Astrophysics Research,A3_end_to_end,PHYSICS,2026-H1,2026-03-18,CAPABILITY,L3_CLOSED_LOOP,CASE_STUDY,github.com/AstroPilot-AI/Denario | github.com/CMBAgents/cmbagent | github.com/CMBAgents/contextmaker | github.com/ag2ai/ag2 | github.com/jmdelouis/FOSCAT,FULL_PIPELINE,,,1280,.cff;.css;.html;.ico;.jinja;.jpg;.js;.json;.jsonl;.lock;.md;.mdx
2604.10696,Camyla: Scaling Autonomous Research in Medical Image Segmentation,A3_end_to_end,BIOMED,2026-H1,2026-04-12,CAPABILITY,L4_FULL,SYSTEM,github.com/karpathy/autoresearch | github.com/yifangao112/camyla,FULL_PIPELINE,,,287,.aux;.backup;.bib;.bst;.cls;.html;.jpeg;.js;.json;.md;.out;.pdf
2604.12144,VERITAS: A Multi-Agent Co-Scientist for Verifiable Image-Derived Hypothesis Testing,A3_end_to_end,BIOMED,2026-H1,2026-04-13,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/LucZot/veritas,FULL_PIPELINE,,,161,.cff;.csv;.json;.md;.png;.py;.sh;.toml;.txt
2604.12243,Continuous Knowledge Metabolism: Generating Scientific Hypotheses from Evolving Literature,A3_end_to_end,GENERAL_ML,2026-H1,2026-04-14,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/TaoJinkai/ckm-hypogen,FULL_PIPELINE,,,196,.csv;.example;.gif;.json;.md;.mov;.pdf;.png;.py;.sh;.toml;.ts
2604.13699,MIND: AI Co-Scientist for Material Research,A3_end_to_end,MATERIALS,2026-H1,2026-04-15,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/IMMS-Ewha/MIND,FULL_PIPELINE,,,94,.cff;.example;.json;.jupyter;.lock;.md;.pdf;.py;.sh;.toml;.txt;.yaml
2604.14518,Mind DeepResearch Technical Report,A3_end_to_end,GENERAL_ML,2026-H1,2026-04-16,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,huggingface.co/spaces/muset-ai,DEAD,,,0,
2604.17406,EvoMaster: A Foundational Evolving Agent Framework for Agentic Science at Scale,A3_end_to_end,MULTI,2026-H1,2026-04-19,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/sjtu-sai-agents/EvoMaster,FULL_PIPELINE,,,508,.css;.csv;.dockerfile;.html;.js;.json;.jsonl;.lua;.md;.npy;.png;.py
2604.19803,The AI Telco Engineer: Toward Autonomous Discovery of Wireless Communications Algorithms,A3_end_to_end,OTHER,2026-H1,2026-04-11,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/algorithmicsuperintelligence/openevolve | github.com/nvlabs/the-ai-telco-engineer,FULL_PIPELINE,,,110,.css;.html;.ipynb;.js;.json;.md;.mp4;.npy;.pdf;.pkl;.png;.py
2604.27297,Machine Collective Intelligence for Explainable Scientific Discovery,A3_end_to_end,OTHER,2026-H1,2026-04-30,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/ngs00/mci,CODE_ONLY,,,32,.md;.pkl;.py;.pyc;.txt
2605.03042,ARIS: Autonomous Research via Adversarial Multi-Agent Collaboration,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-04,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/aiming-lab/AutoResearchClaw | github.com/ultraworkers/claw-code | github.com/wanshuiyin/Auto-claude-code-research-in-sleep,FULL_PIPELINE,,,749,.biology;.bst;.chemistry;.css;.economics;.env;.generic;.html;.js;.json;.math;.md
2605.06839,LLM-Guided Open Hypothesis Learning from Autonomous Scanning Probe Microscopy Experiments,A3_end_to_end,MATERIALS,2026-H1,2026-05-07,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/RichardLiuCoding/aespm | github.com/Slautin/2026_domain_growth_hypothesis_learning,CODE_ONLY,,,31,.gz;.ipf;.ipynb;.md;.py;.pyc;.txt;.whl
2605.11518,"AutoLLMResearch: Training Research Agents for Automating LLM Experiment Configuration - Learning from Cheap, Optimizing Expensive",A3_end_to_end,GENERAL_ML,2026-H1,2026-05-12,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/karpathy/autoresearch | github.com/taichengguo/AutoLLMResearch,FULL_PIPELINE,,,1051,.avi;.base;.bat;.cff;.css;.csv;.flac;.in;.ipynb;.jpeg;.jpg;.js
2605.11732,AgentDisCo: Towards Disentanglement and Collaboration in Open-ended Deep Research Agents,A3_end_to_end,OTHER,2026-H1,2026-05-12,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Su-Sea/ydc-deep-research-evals,FULL_PIPELINE,,,9,.csv;.md;.py;.txt
2605.13874,GEAR: Genetic AutoResearch for Agentic Code Evolution,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-08,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/karpathy/autoresearch,CODE_ONLY,,,10,.ipynb;.lock;.md;.png;.py;.toml
2605.15308,SMCEvolve: Principled Scientific Discovery via Sequential Monte Carlo Evolution,A3_end_to_end,MULTI,2026-H1,2026-05-14,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/kongwanbianjinyu/SMCEvolve,FULL_PIPELINE,,,1731,.css;.example;.html;.js;.lock;.md;.npy;.png;.py;.sh;.toml;.txt
2605.17790,STRIDE: A Self-Reflective Agent Framework for Reliable Automatic Equation Discovery,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-18,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/jiaruisu0218-cloud/STRIDE | github.com/trevorstephens/gplearn,FULL_PIPELINE,,,114,.csv;.md;.png;.py;.sh;.txt;.yml
2605.20025,AutoResearchClaw: Self-Reinforcing Autonomous Research with Human-AI Collaboration,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-19,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/aiming-lab/AutoResearchClaw,FULL_PIPELINE,,,749,.biology;.bst;.chemistry;.css;.economics;.env;.generic;.html;.js;.json;.math;.md
2605.22343,"Sibyl-AutoResearch: Autonomous Research Needs Self-Evolving Trial-and-Error Harnesses, Not Paper Generators",A3_end_to_end,GENERAL_ML,2026-H1,2026-05-21,METHOD,L3_CLOSED_LOOP,SYSTEM,github.com/Sibyl-Research-Team/AutoResearch-SibylSystem | github.com/karpathy/autoresearch,FULL_PIPELINE,,,328,.conf;.css;.example;.html;.ico;.jpg;.json;.jsonl;.lock;.md;.mjs;.png
2605.22662,Claw AI Lab: An Autonomous Multi-Agent Research Team,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-21,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/Claw-AI-Lab/Claw-AI-Lab | github.com/aiming-lab/AutoResearchClaw | github.com/black-forest-labs/flux | github.com/ultraworkers/claw-code,FULL_PIPELINE,,,371,.ascend;.bib;.biology;.bst;.chemistry;.css;.economics;.generic;.html;.js;.json;.math
2605.24018,EvoSci: A Bio-Inspired Multi-Agent Framework for the Evolution of Scientific Discovery,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-20,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/DAMO-NLP-SG/CoI-Agent | github.com/SakanaAI/AI-Scientist | github.com/cheerss/SciPIP,FULL_PIPELINE,,,2326,.aux;.bbl;.bib;.blg;.bst;.csv;.gif;.ipynb;.jpeg;.json;.md;.npz
2605.24043,LLM-AutoSciLab: Closed-Loop Scientific Discovery via Active Experimentation with LLMs,A3_end_to_end,MULTI,2026-H1,2026-05-21,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/scientific-discovery/LLM-AutoSciLab,FULL_PIPELINE,,,134,.eam;.json;.md;.py;.txt
2605.28655,AutoScientists: Self-Organizing Agent Teams for Long-Running Scientific Experimentation,A3_end_to_end,MULTI,2026-H1,2026-05-27,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/OATML-Markslab/ProteinGym | github.com/karpathy/autoresearch | github.com/mims-harvard/AutoScientists | github.com/petergroth/kermut | github.com/science-machine/biomlbench | github.com/snap-stanford/biomni,FULL_PIPELINE,,,567,.bib;.csv;.html;.ipynb;.joblib;.json;.list;.lock;.md;.npy;.pdb;.pt
2605.30003,Discovering Cooperative Pipelines: Autoresearch for Sequential Social Dilemmas,A3_end_to_end,GENERAL_ML,2026-H1,2026-05-28,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/karpathy/autoresearch | github.com/vicgalle/autoresearch-social-dilemmas,CODE_ONLY,,,29,.lock;.md;.png;.py;.sh;.toml;.txt
2606.07299,DuMate-DeepResearch: An Auditable Multi-Agent System with Recursive Search and Rubric-Grounded Reasoning,A3_end_to_end,GENERAL_ML,2026-H1,2026-06-05,CAPABILITY,L3_CLOSED_LOOP,SYSTEM,github.com/baidubce/qianfan-deepresearch,STUB,,,242,.jsonl;.md;.png
