arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2506.23692,include,IC3,none,Position/framework paper proposing a five-level taxonomy and roadmap for LLM agents automating the full research workflow.,include,include,agree,0
2507.00048,include,IC1,BR4,Distributed self-driving-lab implementation whose active-learning loop autonomously selects the next experiments from prior results.,borderline,include,needs_adjudication,0
2507.00310,include,IC1,BR2,Autonomous open-ended scientific discovery system that generates hypotheses and runs data-driven experiments on real scientific datasets.,include,include,agree,0
2507.01485,include,IC1,BR4,"Multi-agent robotic system that autonomously designs, plans, and executes biological experiments with adaptive optimization.",include,include,agree,0
2507.01599,exclude,EC8_GENERIC_ANALYSIS,BR6,"Architecture for orchestrating generic data analytics/DBA pipelines, not framed as scientific research.",exclude,exclude,agree,0
2507.02083,include,IC2,BR4,Benchmark (SciGym) evaluating LLM agents' iterative experiment design and analysis in simulated biological systems.,include,include,agree,0
2507.02379,include,IC1,BR4,AI-native autonomous laboratory that formulates procedures and optimizes biomolecular experiments without human intervention.,include,include,agree,0
2507.02554,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agents solve Kaggle-style ML engineering competitions (MLE-bench), which BR6 places outside scientific research framing.",include,include,agree,1
2507.04410,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep-research multi-agent system for multimedia misinformation verification, not scientific/academic research work.",exclude,exclude,agree,0
2507.05241,include,IC1,BR7,"Scientific AI agent architecture emulating researcher tool-use, evaluated on frontier scientific/academic QA (HLE), which BR7 places in scope.",borderline,include,needs_adjudication,0
2507.05495,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Evaluation platform for deep research agents on generic user queries and reports, not centered on scientific research work.",include,include,agree,1
2507.06185,include,IC3,BR5,Integrity/governance analysis of prompt-injection fraud targeting AI-conducted peer review pipelines.,include,include,agree,0
2507.07155,include,IC2,none,Evaluation methodology (expert-graded QA set plus calibrated LLM judge) built specifically for autonomous scientific discovery agent systems.,include,include,agree,0
2507.07257,include,IC1,none,cmbagent is a no-human-in-the-loop multi-agent system autonomously executing end-to-end cosmology research tasks.,include,include,agree,0
2507.07293,exclude,EC2,BR4,LLM extraction tool plus ML property-prediction model used as instruments; no autonomous research decision loop as the subject.,exclude,exclude,agree,0
2507.08038,include,IC2,none,"Benchmark suite evaluating agents on ablation experiment planning, an experiment-design stage of automated AI research.",include,include,agree,0
2507.08310,exclude,EC7_HUMAN_AI_USE,BR5,"Review of scientists' adoption and governance of GenAI as an aid in writing, medicine, and education, not autonomous AI research.",borderline,include,needs_adjudication,0
2507.08350,include,IC1,BR2,"Multi-agent LLM system where agents themselves generate, critique, and revise scientific research ideas (machine ideation).",include,include,agree,0
2507.08870,include,IC1,BR1,"The advising system itself produces the substantive review/feedback on hypotheses and experimental designs, validated against ICLR acceptance, i.e. AI performing the review/critique stage rather than a human making the judgments.",include,include,agree,0
2507.10342,exclude,EC2,BR1,"The LLM is used as an instrument to simulate participant judgments in human-designed psycholinguistic studies; humans design and interpret the research, no autonomous research decision loop.",exclude,borderline,needs_adjudication,0
2507.10522,include,IC1,BR3,"Agentic system that autonomously retrieves and synthesizes scientific literature to answer ecological research questions, i.e. AI performing the literature-synthesis stage.",include,include,agree,0
2507.11330,include,IC1,BR1,"The model itself produces the novelty judgment on academic papers, automating a substantive peer-review task rather than assisting a human reviewer.",borderline,include,needs_adjudication,0
2507.11810,include,IC3,none,"Survey/framework specifically about LLMs as scientific researchers, including autonomous Scientist and Evaluator systems, their benchmarks and oversight.",include,include,agree,0
2507.15617,include,IC3,none,"Position/case study on automating epidemiological research, demonstrating agentic systems designing and executing analyses and fully AI-generated papers.",include,include,agree,0
2507.15759,include,IC1,BR1,"The AI system conducts the extended research process and produces the research output; the human role is cognitive oversight and intervention, which BR1 permits.",include,include,agree,0
2507.16075,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research agent for long-form report generation evaluated on generic search and multi-hop reasoning benchmarks, not centered on scientific research work.",include,include,agree,1
2507.16248,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for deep research agents in financial research, not scientific/academic research work as BR7 requires.",borderline,include,needs_adjudication,0
2507.16280,include,IC2,BR7,"Benchmark specifically evaluating deep AI research systems on frontier scientific research questions with expert rubrics, squarely scientific-research-centered.",include,include,agree,0
2507.16586,exclude,EC1,none,Literature review on AI improving UX of engineering software; no autonomous research system as subject.,exclude,exclude,agree,0
2507.16812,exclude,EC1,none,"Post-training datasets and QA evaluation for general scientific reasoning in LLMs, not a benchmark for autonomous research-performing systems.",exclude,exclude,agree,0
2507.16833,exclude,EC2,BR4,Data-cleaning/imputation infrastructure for self-driving-lab datasets; no closed experimental decision loop is the paper's subject.,exclude,borderline,needs_adjudication,0
2507.17209,exclude,EC6_ASSISTIVE,BR1,Collaborative visualization framework where human experts form and refine hypotheses with LLM/KG suggestions; the human makes the research judgments.,borderline,include,needs_adjudication,0
2507.18074,include,IC1,BR4,"Fully autonomous system that hypothesizes architectures, implements them, and decides and runs experiments in a closed loop informed by prior results.",include,include,agree,0
2507.19477,exclude,EC1,none,"Position paper on training LLMs for event forecasting, a predictive capability, not AI performing scientific research.",exclude,exclude,agree,0
2507.21184,include,IC1,BR6,"Agent autonomously discovers and validates scaling laws (scientific claims about model behavior) from experimental data, framed and evaluated as scientific discovery.",include,include,agree,0
2507.23276,include,IC3,none,"Survey specifically about AI Scientist systems, their achievements, bottlenecks, and requirements for autonomous discovery.",include,include,agree,0
2507.23336,exclude,EC8_GENERIC_ANALYSIS,BR6,"Benchmark for data science agents on generic analytical tasks drawn from commercial application usage, not framed as scientific research.",borderline,exclude,needs_adjudication,0
2508.00414,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose agent framework (web, file, code, reasoning) evaluated on GAIA-style generic benchmarks, not scientific research work.",exclude,exclude,agree,0
2508.00554,exclude,EC1,none,Multi-agent financial trading system; not a scientific research system or study of one.,exclude,exclude,agree,0
2508.01746,include,IC1,BR2,"Closed-loop multi-agent framework that generates, evidence-validates, and refines scientific research hypotheses on real research questions.",include,include,agree,0
2508.02371,exclude,EC1,none,Generic trustworthiness/design guidelines for automated systems; no AI research system as subject.,exclude,exclude,agree,0
2508.02630,exclude,EC1,none,Audit of AI shopping agents in e-commerce; not research-performing agents.,exclude,exclude,agree,0
2508.02744,exclude,EC8_GENERIC_ANALYSIS,BR6,"Survey of LLM agents for generic data science workflows (preprocessing, modeling, visualization), not agents doing scientific research.",borderline,exclude,needs_adjudication,0
2508.03278,exclude,EC2,BR4,"Review of generative/inverse-design models used as instruments for materials discovery, not of systems with an autonomous experimental decision loop.",exclude,borderline,needs_adjudication,0
2508.03444,include,IC1,none,Multi-agent system autonomously runs molecular optimisation research loops with auditable provenance.,include,include,agree,0
2508.03963,include,IC2,BR2,Benchmark plus closed-loop system for machine discovery of scientific symbolic laws from real-world data.,include,include,agree,0
2508.04183,include,IC2,BR7,Formal definition and benchmark for deep research systems centered on scientific topics and report-level synthesis.,include,include,agree,0
2508.04575,include,IC1,BR2,Multi-agent framework autonomously generates and refines scientific research proposals (ideation stage).,include,include,agree,0
2508.05148,exclude,EC2,BR4,"Safety-monitoring and robot-control layer for self-driving labs, not an experimental decision loop or governance study of one.",borderline,borderline,needs_adjudication,0
2508.05311,exclude,EC1,none,General neuro-symbolic reasoning architecture evaluated on generic reasoning benchmarks.,exclude,exclude,agree,0
2508.05366,include,IC1,BR7,Agentic deep-research/RAG system with self-feedback evaluated on expert biomedical scientific QA.,exclude,exclude,agree,0
2508.05470,exclude,EC1,none,"Critique of general creativity metrics across domains, not an evaluation methodology for AI research systems.",borderline,borderline,needs_adjudication,0
2508.05660,include,IC1,BR3,Autonomous agent orchestrates hybrid RAG to produce scientific literature reviews.,include,include,agree,0
2508.05668,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Survey of general-purpose web search/deep search agents rather than scientific research conduct.,borderline,borderline,needs_adjudication,0
2508.06457,exclude,EC1,none,"Agent misuse study on scam calls, unrelated to scientific research.",exclude,exclude,agree,0
2508.06503,exclude,EC1,none,"LLM agent used as a cognitive model of human game behavior; subject is human cognition, not an AI research system.",exclude,exclude,agree,0
2508.06600,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for deep-research agents on generic web fact-finding (BrowseComp-derived), not scientific research work.",borderline,include,needs_adjudication,0
2508.06642,include,IC2,BR4,Evaluation methodology and metrics for benchmarking self-driving labs that autonomously select experiments.,include,include,agree,0
2508.06960,include,IC2,BR7,Benchmark for research agents performing academic dataset discovery and curation from literature and repositories.,include,include,agree,0
2508.07955,include,IC2,none,Evaluation framework specifically for automatically generated scientific writing (related work sections).,include,include,agree,0
2508.08331,exclude,EC6_ASSISTIVE,BR1,Curated database plus natural-language query/visualisation interface where the human makes the research judgments.,borderline,include,needs_adjudication,0
2508.09622,exclude,EC7_HUMAN_AI_USE,BR5,"Shared task on detecting AI-generated scientific abstracts, a detector methodology.",exclude,include,needs_adjudication,0
2508.10152,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Improves and evaluates deep research agents solely on generic BrowseComp web fact-finding.,borderline,include,needs_adjudication,0
2508.10925,exclude,EC1,none,"General open-weight LLM model card, not a research-performing system.",exclude,exclude,agree,0
2508.11860,include,IC1,none,"Agentic framework autonomously performs constrained retrosynthesis planning, a scientific design stage.",include,include,agree,0
2508.11987,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Live benchmark for general agents on future prediction, not scientific research work.",exclude,exclude,agree,0
2508.12800,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,RL training method for generic agentic search/QA benchmarks rather than scientific research.,exclude,exclude,agree,0
2508.13167,exclude,EC1,none,"General agent foundation models for web and code tasks, not aimed at performing research.",exclude,exclude,agree,0
2508.13197,exclude,EC2,BR4,"Perspective on generative models (VAEs, diffusion, LLM agents) as MOF design instruments plus screening; no closed experimental decision loop as the paper's subject.",exclude,include,needs_adjudication,0
2508.13421,include,IC1,BR1,Agentic AI Scientist autonomously runs the full workflow from hypothesis generation through data collection to manuscript preparation.,include,include,agree,0
2508.13953,exclude,EC1,none,"Hotel review rating prediction model, unrelated to AI performing scientific research.",exclude,exclude,agree,0
2508.14111,include,IC3,none,Survey specifically about autonomous scientific discovery and agentic AI research systems.,include,include,agree,0
2508.14146,include,IC2,none,"Benchmark specifically for evaluating LLM-based automated peer review, a research lifecycle stage.",include,include,agree,0
2508.14880,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Medical deep-research agent built and evaluated for information-seeking QA benchmarks, not for performing scientific research work.",exclude,exclude,agree,0
2508.15126,include,IC3,BR5,Platform and multi-agent review/refinement ecosystem for disseminating and quality-controlling AI-scientist-generated research.,include,include,agree,0
2508.15804,include,IC2,BR7,"Benchmark evaluating deep research agents on academic survey generation, citation quality, and factual faithfulness.",include,include,agree,0
2508.16153,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General agent memory/adaptation method evaluated on GAIA and generic deep-research QA, not scientific research work.",exclude,exclude,agree,0
2508.16571,exclude,EC8_GENERIC_ANALYSIS,BR6,"Competitor-discovery agent for investor due diligence, a business analysis task, not scientific research.",exclude,exclude,agree,0
2508.18003,exclude,EC1,none,"Survey of software code review automation, not scientific peer review or research-performing systems.",exclude,exclude,agree,0
2508.18091,exclude,EC1,none,"Capability study of LLMs formulating optimization problems, a study of LLM reasoning properties, not an autonomous research system.",exclude,exclude,agree,0
2508.19113,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Search-agent method evaluated on generic multi-hop QA and BrowseComp-style benchmarks, not scientific research.",exclude,exclude,agree,0
2508.19200,include,IC1,BR2,"LLM system that itself generates research ideas grounded in scientific literature, machine ideation in a real research domain.",borderline,include,needs_adjudication,0
2508.19383,include,IC1,BR6,"Multi-agent system autonomously formulating problems, modeling, and refining analyses for plant-science discovery, framed as scientific research.",include,include,agree,0
2508.19463,exclude,EC6_ASSISTIVE,BR1,LLM personas provide feedback while human UX designers make the design/research judgments.,exclude,exclude,agree,0
2508.20148,exclude,EC8_GENERIC_ANALYSIS,BR6,"Consumer personal health assistant analyzing personal data and coaching users, not scientific research.",exclude,exclude,agree,0
2508.20254,include,IC1,BR4,Autonomous experimentation framework that decides what to sample next from prior results in a closed loop on real microscopy instruments.,include,include,agree,0
2508.20282,exclude,EC1,none,"Network-level privacy attack on generic web research agents, not about AI performing research or its integrity.",exclude,exclude,agree,0
2508.20637,exclude,EC8_GENERIC_ANALYSIS,BR6,"Graph-algorithm tool-calling agent for generic data question answering, not framed as scientific research.",exclude,exclude,agree,0
2509.00244,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,General-purpose customizable deep research tooling with no scientific/academic research purpose or evaluation.,borderline,exclude,needs_adjudication,0
2509.00375,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Synthetic web QA data framework evaluated on BrowseComp-style benchmarks, generic deep-research training, not scientific research.",exclude,exclude,agree,0
2509.01016,exclude,EC1,BR2,"LLM hypothesis search on toy few-shot rule-induction tasks, a study of inductive reasoning, not scientific hypotheses.",exclude,exclude,agree,0
2509.01396,include,IC2,BR7,Benchmark evaluating deep research agents on seminar-grounded academic research tasks across disciplines.,include,include,agree,0
2509.02276,exclude,EC2,none,"KG link-prediction and explanation method used as a predictive scientific instrument, no autonomous research decision loop as subject.",exclude,exclude,agree,0
2509.02751,exclude,EC8_GENERIC_ANALYSIS,BR6,"Runtime for AI-driven analytics queries over unstructured datasets, framed as data analytics not scientific research.",exclude,exclude,agree,0
2509.03036,include,IC1,BR2,"System autonomously derives governing physical equations (scientific hypotheses) from experimental data in a real domain, with LLM-integrated knowledge.",exclude,exclude,agree,0
2509.04499,include,IC3,BR5,Audit framework for the citation and evidence integrity of research syntheses produced by deep research AI systems.,include,include,agree,0
2509.05351,include,IC1,BR4,Self-driving lab with a closed loop that autonomously decides the next experiment from prior results via Bayesian optimization.,include,include,agree,0
2509.06283,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research agent trained and evaluated on generic QA/browsing benchmarks (HLE), not scientific research work.",borderline,include,needs_adjudication,0
2509.06580,exclude,EC2,none,"Position paper on social/institutional conditions of AI-for-science broadly (data, infrastructure, community), not specifically about autonomous AI research systems.",include,include,agree,1
2509.06733,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Survey of RL training for general-purpose web-research/QA deep research agents, evaluated on generic QA/browsing tasks rather than scientific research work.",include,include,agree,1
2509.06917,include,IC1,BR1,"Framework producing agents that autonomously execute scientific analyses from papers, including generating a novel scientific finding.",include,include,agree,0
2509.08380,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agentic system drafts AML compliance reports, not scientific research.",exclude,exclude,agree,0
2509.08713,include,IC3,BR5,"Integrity study of failure modes (leakage, metric misuse, selection bias) in research produced by autonomous AI scientist systems.",include,include,agree,0
2509.10248,include,IC3,BR5,Integrity study of manipulation and bias in AI-performed peer review via prompt injection.,include,include,agree,0
2509.11295,exclude,EC7_HUMAN_AI_USE,BR5,Prompt-engineering guidance for human researchers using LLM assistance; no autonomous research system as subject.,exclude,exclude,agree,0
2509.11943,exclude,EC8_GENERIC_ANALYSIS,BR6,"Neuro-symbolic agent for equipment root-cause diagnostics, an operations task not framed as scientific research.",exclude,exclude,agree,0
2509.12282,include,IC1,BR1,"Multi-agent system produces the literature synthesis and paper text itself, with humans in an oversight/review role.",include,include,agree,0
2509.12503,exclude,EC7_HUMAN_AI_USE,BR1,Methodological essay on human qualitative researchers using computational/LLM tools; the humans make the research judgments.,exclude,exclude,agree,0
2509.13309,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research agent framework evaluated on generic web-research benchmarks, not scientific/academic research work.",include,include,agree,1
2509.13310,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Agentic pre-training for deep research agents evaluated on BrowseComp/HLE-style generic browsing and QA benchmarks.,borderline,include,needs_adjudication,0
2509.13312,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Open-ended deep research report writer evaluated on generic OEDR benchmarks (incl. consulting), not centered on scientific/academic research.",include,include,agree,1
2509.14778,include,IC1,BR1,"Fully autonomous agent framework performing literature review, data analysis, and manuscript writing for health informatics research.",include,include,agree,0
2509.15336,exclude,EC1,none,"Study of LLM hallucination behavior in business process modeling, not an autonomous research system.",exclude,exclude,agree,0
2509.20375,exclude,EC7_HUMAN_AI_USE,BR5,AI-text detector methods for AI-generated research abstracts are explicitly out of scope.,exclude,include,needs_adjudication,0
2509.20553,exclude,EC6_ASSISTIVE,BR1,Interactive persona-agent forum where human participants make the research judgments and develop the proposals; AI offers deliberation support.,include,include,agree,1
2509.21043,exclude,EC1,BR2,"Studies LLM creativity/generalization properties as such on an algorithmic task, not a system generating hypotheses in a real scientific domain.",borderline,include,needs_adjudication,0
2509.21330,exclude,EC2,BR4,Property-prediction/featurization pipeline serving self-driving labs as an instrument; the closed experimental decision loop is not the subject.,exclude,exclude,agree,0
2509.21553,include,IC1,BR6,"Agentic system autonomously performs end-to-end climate science analyses on domain science data, reproducing published scientific results.",include,include,agree,0
2509.21825,exclude,EC8_GENERIC_ANALYSIS,BR6,"Data-science agent for generic data analysis and reporting on Kaggle-style analytics benchmarks, not framed as scientific research.",include,exclude,needs_adjudication,0
2509.22315,exclude,EC1,none,"Generic multi-agent reasoning framework for QA benchmarks, not aimed at performing research.",exclude,exclude,agree,0
2509.22502,exclude,EC1,none,General-purpose self-evolving multi-agent framework; scientific paper writing appears only as a peripheral case study.,exclude,exclude,agree,0
2509.22631,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agent for computer-vision dataset curation and annotation, an ML engineering task rather than scientific research.",exclude,exclude,agree,0
2509.23363,exclude,EC1,none,Higher-education curriculum taxonomy for AI; no autonomous research system as subject.,exclude,exclude,agree,0
2509.23426,include,IC3,none,"Framework/ecosystem specifically for building AI scientists spanning analysis, retrieval, and experimental design, with a discovery case study.",include,include,agree,0
2509.24323,exclude,EC1,none,Generic self-generating multi-agent system paradigm; deep research is only one evaluation benchmark among general tasks.,exclude,exclude,agree,0
2509.24978,include,IC1,BR4,Agent autonomously runs experiments and analysis in a closed loop to discover governing laws of unknown physical systems.,include,include,agree,0
2509.25084,exclude,EC8_GENERIC_ANALYSIS,BR6,"Training recipe for generalist data-analytic agents evaluated on generic data-analysis benchmarks, not scientific research tasks.",borderline,exclude,needs_adjudication,0
2509.25106,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for personalization of general-domain deep research report tasks, not centered on scientific/academic research work.",borderline,borderline,needs_adjudication,0
2509.25189,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,General web information-seeking agent evaluated on generic browsing benchmarks like BrowseComp.,exclude,exclude,agree,0
2509.25281,include,IC2,BR2,Benchmark specifically evaluating LLM scientific hypothesis generation in a real domain (materials synthesis).,include,include,agree,0
2509.25651,include,IC1,BR4,"Multi-agent system autonomously designing executable experimental protocols for self-driving labs, plus an evaluation framework for such agents.",include,include,agree,0
2509.26603,include,IC1,none,Fully autonomous AI scientist system running a hypothesize-verify-analyze discovery loop over long horizons.,include,include,agree,0
2510.00061,exclude,EC2,none,Survey of AI diagnostic models as instruments in medical imaging; no autonomous research decision loop as subject.,exclude,exclude,agree,0
2510.00172,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep-research benchmark for enterprise business tasks (sales, compliance), not scientific/academic research.",exclude,exclude,agree,0
2510.00620,include,IC1,BR2,"System autonomously generates literature-grounded, testable scientific hypotheses and learns from experimental outcomes.",include,include,agree,0
2510.00890,exclude,EC7_HUMAN_AI_USE,BR5,AI-text detector method for scholarly writing; detection of human LLM-assisted text is out of scope.,exclude,include,needs_adjudication,0
2510.01283,include,IC2,BR7,"Evaluation methodology for deep research tools centered on academic survey writing, a scientific literature-synthesis task.",include,include,agree,0
2510.01293,include,IC1,none,Multi-agent system whose subject is self-directed research evolution and autonomous scientific discovery in chemical engineering.,include,include,agree,0
2510.01427,exclude,EC1,none,Efficient information-extraction pipeline infrastructure; not a system performing scientific research.,exclude,exclude,agree,0
2510.02025,exclude,EC1,none,"Study of LLM narrative/creative-writing preferences, a study of LLM properties unrelated to research production.",exclude,exclude,agree,0
2510.02190,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for deep research agents on general-domain long-form reports across 10 broad domains, not centered on scientific/academic research work.",include,include,agree,1
2510.03194,exclude,EC8_GENERIC_ANALYSIS,BR6,"Multi-agent automation of data visualization from natural-language queries, generic analysis tooling not scientific research.",exclude,exclude,agree,0
2510.03687,exclude,EC1,none,"Self-reflection fine-tuning method for medical QA problem-solving, not an autonomous research system.",exclude,exclude,agree,0
2510.04023,exclude,EC8_GENERIC_ANALYSIS,BR6,"Survey of data science agents for generic data-science workflows (EDA, feature engineering, BI-style modeling), not agents framed as performing scientific research.",borderline,include,needs_adjudication,0
2510.04935,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research/QA system evaluated on generic knowledge-intensive benchmarks, not scientific research work.",borderline,include,needs_adjudication,0
2510.04997,include,IC1,BR1,LLM system autonomously performs the analysis stage of empirical software-fault research with a roadmap to end-to-end automated empirical studies.,include,include,agree,0
2510.05016,exclude,EC1,none,"Olympiad exam QA evaluation of LLM reasoning ability, not a benchmark for autonomous research systems or an agentic research lifecycle.",borderline,borderline,needs_adjudication,0
2510.05138,include,IC1,BR3,"Multi-agent system autonomously writes literature review articles, producing the literature-synthesis output itself.",include,include,agree,0
2510.05145,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Efficiency/orchestration framework for generic deep research query answering in interactive apps, not centered on scientific research work.",borderline,include,needs_adjudication,0
2510.05228,exclude,EC1,none,"Static expert-level physics problem-solving benchmark testing LLM reasoning, not an evaluation of autonomous research-performing systems.",borderline,include,needs_adjudication,0
2510.06056,include,IC1,BR4,"Agent with a closed feedback loop that proposes, implements, and tests hypotheses for scientific algorithm discovery across science domains.",include,include,agree,0
2510.06135,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Test-time scaling of deep search agents evaluated on generic browsing/QA benchmarks (BrowseComp, GAIA).",exclude,borderline,needs_adjudication,0
2510.06186,include,IC2,none,"Benchmark specifically for LLM agents implementing research code, the experiment-implementation stage of the research lifecycle.",include,include,agree,0
2510.06579,include,IC1,none,Open framework for building automatic research agent workflows spanning the research lifecycle.,include,include,agree,0
2510.07733,include,IC1,BR3,Multi-agent framework that autonomously synthesizes literature and writes survey papers with validation.,include,include,agree,0
2510.08521,include,IC1,BR7,"Deep research agent explicitly targeting multi-disciplinary scientific discovery and evaluated on scientific benchmarks (GPQA, TRQA).",include,include,agree,0
2510.08559,exclude,EC1,none,"Multiple-choice video reasoning benchmark for multimodal models' cognitive skills, not for autonomous research systems.",exclude,exclude,agree,0
2510.08578,exclude,EC1,none,"Multi-agent framework for Alzheimer care management and support, not an autonomous research system as subject.",exclude,exclude,agree,0
2510.08619,include,IC1,BR2,Networks of autonomous LLM agents generate and peer-review scientific hypotheses on real biomedical data at scale.,include,include,agree,0
2510.08664,exclude,EC1,none,"LLM-based RTL hardware code generation with verification middleware, an engineering task not aimed at performing research.",exclude,exclude,agree,0
2510.08959,exclude,EC1,none,"Retrieval-and-fusion answer-reconstruction technique that post-processes tool logs for QA, not an autonomous research system as subject.",exclude,include,needs_adjudication,0
2510.10117,exclude,EC1,none,"Game-based evaluation of abductive reasoning in vision-language models, unrelated to research-performing systems.",exclude,exclude,agree,0
2510.10472,include,IC2,BR6,Benchmark and process metrics specifically for ML research agents that propose ideas and conduct experiments on fundamental research tasks.,include,include,agree,0
2510.10713,exclude,EC2,none,Review of deep learning as an analytical instrument in astrophysics; research-automation agents are only a brief emerging mention.,exclude,exclude,agree,0
2510.10931,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL training method for evidence grounding in generic retrieval/QA deep research agents, not scientific research work.",borderline,include,needs_adjudication,0
2510.10994,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Safety guardrails and benchmark for open-domain deep research report generation, not centered on scientific/academic research.",include,borderline,needs_adjudication,0
2510.11143,exclude,EC8_GENERIC_ANALYSIS,BR6,"Spec-driven AutoML-style data analysis pipeline demonstrated on generic prediction tasks (Boston Housing), not scientific research framing.",include,include,agree,1
2510.11661,include,IC1,BR4,"Autonomous AI-scientist agent that analyzes data, implements equations, and iteratively decides next optimizations from experimental feedback.",include,include,agree,0
2510.11851,include,IC3,BR5,Risk/governance case study of autonomous deep-research agents producing scientific (biosecurity) reports.,include,borderline,needs_adjudication,0
2510.11967,exclude,EC1,none,"Generic context-management/RL technique for long-horizon LLM agents, not a research-performing system.",exclude,exclude,agree,0
2510.12194,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Controllable deep-research agent framework evaluated primarily on the generic GAIA browsing benchmark.,include,include,agree,1
2510.12367,include,IC3,BR5,Integrity study of AI-authored papers and AI peer review via research/review agent simulation.,include,include,agree,0
2510.12979,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,RL planning method for web deep-research QA agents on generic search benchmarks.,include,exclude,needs_adjudication,0
2510.13081,include,IC3,none,Position paper on cooperative agents closing the autonomous scientific discovery loop.,include,include,agree,0
2510.13913,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Training-data synthesis for general web QA agents evaluated on generic web benchmarks.,borderline,exclude,needs_adjudication,0
2510.13936,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep research benchmark centered on corporate financial analysis, not scientific research work.",include,borderline,needs_adjudication,0
2510.14240,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research report benchmark spanning daily life and enterprise needs, not science-specific.",include,borderline,needs_adjudication,0
2510.14438,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Data synthesis and model training for web compositional QA agents on generic browsing benchmarks.,borderline,exclude,needs_adjudication,0
2510.14861,include,IC1,BR4,AI co-scientist system coupling reasoning agents with physical experiment execution across scientific domains.,include,include,agree,0
2510.15280,include,IC3,none,Position/survey paper on foundation models progressing toward autonomous scientific discovery.,include,include,agree,0
2510.15624,include,IC1,none,Multiagent framework autonomously conducting end-to-end research from ideation to manuscripts.,include,include,agree,0
2510.15862,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,RL design study for web-search deep research agents on generic QA benchmarks.,include,exclude,needs_adjudication,0
2510.16080,include,IC1,BR2,Multi-agent system autonomously discovering candidate biomarkers with literature-grounded novelty assessment.,include,include,agree,0
2510.16082,include,IC1,BR2,Multi-agent system autonomously interpreting RNA-seq modules to generate verified biological hypotheses.,include,include,agree,0
2510.16234,include,IC2,none,Evaluation framework and expert-annotated dataset for assessing AI-generated research ideas.,include,include,agree,0
2510.16255,exclude,EC1,none,"Auditing agent for detecting adversarial fine-tuning; an AI-safety task, not scientific research production.",exclude,exclude,agree,0
2510.16276,exclude,EC1,none,Latency/caching efficiency study of web-interactive agentic systems generally.,exclude,exclude,agree,0
2510.16559,exclude,EC1,none,"Benchmark of LLMs for engineering construction tasks, no research lifecycle stage.",exclude,exclude,agree,0
2510.16720,exclude,EC1,none,"General survey of model-native agentic AI, not specific to AI-conducted research.",exclude,exclude,agree,0
2510.16844,exclude,EC8_GENERIC_ANALYSIS,BR6,"Multi-agent system producing financial analyst reports, a business analytics application.",borderline,exclude,needs_adjudication,0
2510.16872,exclude,EC8_GENERIC_ANALYSIS,BR6,"Autonomous data science agent framed around generic data analysis, not scientific hypotheses or domain science.",include,include,agree,1
2510.17797,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Multi-agent deep research system for enterprise analytics rather than scientific research work.,borderline,exclude,needs_adjudication,0
